gene_id	transcript_id	gene_name	gene_type	Promoter	UTR5	CDS	UTR3	Stop Codon	Intron	Transcript	peakDetail	Sample
ENSMUSG00000036368.8	ENSMUST00000086570.2	Rmdn2	protein_coding	0	0	1	0	0	0	1	chr17:79627941-79628265|Locus_11315	group1
ENSMUSG00000053110.13	ENSMUST00000086580.11	Yap1	protein_coding	0	0	1	0	1	0	1	chr9:7933924-7936555|Locus_7158	group1
ENSMUSG00000036086.16	ENSMUST00000086614.11	Zranb3	protein_coding	0	0	1	0	0	0	1	chr1:127976435-127976484|Locus_7234	group1
ENSMUSG00000064247.14	ENSMUST00000086687.9	Plcxd1	protein_coding	0	0	1	0	1	0	1	chr5:110103568-110104017|Locus_11525	group1
ENSMUSG00000052105.16	ENSMUST00000086693.11	Mtcl1	protein_coding	0	0	4	1	0	0	5	chr17:66379299-66379523|Locus_14377,chr17:66343946-66344020|Locus_14378,chr17:66343496-66343870|Locus_14379,chr17:66342896-66343195|Locus_14380,chr17:66337257-66337431|Locus_14381	group1
ENSMUSG00000024085.13	ENSMUST00000086723.9	Man2a1	protein_coding	0	1	0	0	0	0	1	chr17:64601211-64601635|Locus_3902	group1
ENSMUSG00000067028.11	ENSMUST00000086738.9	Cntnap5b	protein_coding	0	0	1	0	1	0	1	chr1:100484588-100484787|Locus_9081	group1
ENSMUSG00000003452.15	ENSMUST00000086829.10	Bicd1	protein_coding	0	0	3	1	0	0	4	chr6:149409384-149409558|Locus_2034,chr6:149511909-149511958|Locus_2035,chr6:149512937-149519199|Locus_2036,chr6:149556742-149557116|Locus_2037	group1
ENSMUSG00000029304.14	ENSMUST00000086833.12	Spp1	protein_coding	0	1	0	0	0	0	1	chr5:104435118-104435217|Locus_5438	group1
ENSMUSG00000026311.16	ENSMUST00000086843.10	Asb1	protein_coding	0	0	2	0	1	0	2	chr1:91544184-91547088|Locus_12998,chr1:91554783-91555182|Locus_12999	group1
ENSMUSG00000024174.8	ENSMUST00000086876.5	Pot1b	protein_coding	0	0	0	1	0	0	1	chr17:55652301-55652475|Locus_15587	group1
ENSMUSG00000023990.18	ENSMUST00000086932.9	Tfeb	protein_coding	0	0	0	1	1	0	1	chr17:47792001-47792275|Locus_6081	group1
ENSMUSG00000049608.8	ENSMUST00000086975.5	Gpr55	protein_coding	0	0	4	0	2	0	4	chr1:85941593-85941792|Locus_7445,chr1:85941043-85941092|Locus_7446,chr1:85940918-85941017|Locus_7447,chr1:85940593-85940892|Locus_7448	group1
ENSMUSG00000067150.5	ENSMUST00000087031.5	Xpo5	protein_coding	0	0	1	0	1	0	1	chr17:46241822-46242414|Locus_15408	group1
ENSMUSG00000059493.13	ENSMUST00000087085.9	Nhs	protein_coding	0	1	2	0	1	0	3	chrX:162159601-162159650|Locus_4962,chrX:161841927-161842151|Locus_4963,chrX:161836621-161837045|Locus_4964	group1
ENSMUSG00000026207.16	ENSMUST00000087122.11	Speg	protein_coding	0	0	3	1	1	0	4	chr1:75388537-75391010|Locus_1864,chr1:75421691-75421990|Locus_1865,chr1:75422566-75422665|Locus_1866,chr1:75431505-75431879|Locus_1867	group1
ENSMUSG00000036435.13	ENSMUST00000087133.10	Exoc1	protein_coding	0	0	0	1	1	0	1	chr5:76569787-76570286|Locus_14733	group1
ENSMUSG00000067199.4	ENSMUST00000087155.4	Frat1	protein_coding	0	0	1	0	1	0	1	chr19:41830870-41831719|Locus_2885	group1
ENSMUSG00000015882.17	ENSMUST00000087164.9	Lcorl	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000050121.8	ENSMUST00000087176.6	Opalin	protein_coding	0	0	1	1	1	0	2	chr19:41063610-41063959|Locus_7171,chr19:41062435-41062759|Locus_7172	group1
ENSMUSG00000051674.14	ENSMUST00000087181.11	Dcun1d4	protein_coding	0	0	0	1	0	0	1	chr5:73559413-73560137|Locus_490	group1
ENSMUSG00000029153.11	ENSMUST00000087195.8	Ociad2	protein_coding	0	0	2	0	0	0	2	chr5:73335854-73338638|Locus_11641,chr5:73332160-73335828|Locus_11642	group1
ENSMUSG00000024429.9	ENSMUST00000087200.3	Gnl1	protein_coding	0	0	0	1	0	0	1	chr17:35989111-35989460|Locus_3048	group1
ENSMUSG00000056602.11	ENSMUST00000087204.8	Fry	protein_coding	0	0	1	1	2	0	2	chr5:150495840-150496409|Locus_10727,chr5:150496560-150496859|Locus_10728	group1
ENSMUSG00000039220.16	ENSMUST00000087211.8	Ppp1r10	protein_coding	0	1	0	0	0	0	1	chr17:35916566-35917479|Locus_11866	group1
ENSMUSG00000026174.9	ENSMUST00000087215.6	Cnot9	protein_coding	0	0	0	1	1	0	1	chr1:74528867-74529066|Locus_12663	group1
ENSMUSG00000029208.16	ENSMUST00000087228.10	Guf1	protein_coding	0	0	1	0	1	0	1	chr5:69569335-69571807|Locus_7949	group1
ENSMUSG00000067279.2	ENSMUST00000087321.2	Ppp1r3c	protein_coding	0	0	1	1	1	0	2	chr19:36733006-36734255|Locus_12002,chr19:36732006-36732355|Locus_12003	group1
ENSMUSG00000091971.3	ENSMUST00000087328.3	Hspa1a	protein_coding	0	0	0	1	0	0	1	chr17:34969440-34969789|Locus_4892	group1
ENSMUSG00000039191.12	ENSMUST00000087360.8	Rbpj	protein_coding	0	0	0	1	1	0	1	chr5:53653804-53653928|Locus_4976	group1
ENSMUSG00000025964.15	ENSMUST00000087374.9	Adam23	protein_coding	0	0	1	2	1	0	3	chr1:63592631-63593080|Locus_8601,chr1:63593131-63593305|Locus_8602,chr1:63593331-63593380|Locus_8603	group1
ENSMUSG00000031433.15	ENSMUST00000087400.11	Rbm41	protein_coding	0	0	1	0	0	0	1	chrX:139968186-139968535|Locus_8525	group1
ENSMUSG00000067336.6	ENSMUST00000087435.6	Bmpr2	protein_coding	0	0	1	1	1	0	2	chr1:59867559-59868283|Locus_2052,chr1:59870503-59870677|Locus_2053	group1
ENSMUSG00000039753.16	ENSMUST00000087465.10	Fbxl5	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000067365.10	ENSMUST00000087511.9	Tmem128	protein_coding	0	0	1	0	0	0	1	chr5:38260310-38262088|Locus_13166	group1
ENSMUSG00000067367.9	ENSMUST00000087514.8	Lyar	protein_coding	0	0	2	0	0	0	2	chr5:38230604-38230803|Locus_3817,chr5:38230829-38231285|Locus_3818	group1
ENSMUSG00000038914.15	ENSMUST00000087517.9	Dido1	protein_coding	0	0	4	1	1	0	5	chr2:180685126-180689150|Locus_8712,chr2:180662089-180662263|Locus_8713,chr2:180660989-180661563|Locus_8714,chr2:180659164-180660813|Locus_8715,chr2:180658489-180658738|Locus_8716	group1
ENSMUSG00000026036.17	ENSMUST00000087521.12	Nif3l1	protein_coding	0	0	2	0	1	0	2	chr1:58447504-58447962|Locus_12984,chr1:58461221-58462145|Locus_12985	group1
ENSMUSG00000067369.12	ENSMUST00000087541.11	Trmt2b	protein_coding	0	0	1	0	1	0	1	chrX:134224339-134224663|Locus_6176	group1
ENSMUSG00000067370.3	ENSMUST00000087543.3	B3galt4	protein_coding	0	0	1	0	1	0	1	chr17:33950009-33950783|Locus_12090	group1
ENSMUSG00000058624.12	ENSMUST00000087600.9	Gda	protein_coding	0	0	0	1	1	0	1	chr19:21394557-21395031|Locus_2991	group1
ENSMUSG00000025981.13	ENSMUST00000087617.10	Coq10b	protein_coding	0	0	0	1	1	0	1	chr1:55071870-55072044|Locus_14096	group1
ENSMUSG00000030231.11	ENSMUST00000087622.5	Plekha5	protein_coding	0	0	1	0	0	0	1	chr6:140536733-140550893|Locus_1346	group1
ENSMUSG00000067430.7	ENSMUST00000087654.4	Zfp763	protein_coding	0	0	3	0	1	0	3	chr17:33019563-33019762|Locus_15724,chr17:33019413-33019487|Locus_15725,chr17:33018138-33019387|Locus_15726	group1
ENSMUSG00000053390.15	ENSMUST00000087666.10	Zfp952	protein_coding	0	0	2	0	1	0	2	chr17:33001704-33003814|Locus_8924,chr17:33003940-33004164|Locus_8925	group1
ENSMUSG00000039126.10	ENSMUST00000087689.4	Prune2	protein_coding	0	0	8	2	1	0	10	chr19:17119202-17119551|Locus_11227,chr19:17120427-17120651|Locus_11228,chr19:17120852-17121051|Locus_11229,chr19:17121377-17121626|Locus_11230,chr19:17122377-17122626|Locus_11231,chr19:17122977-17123026|Locus_11232,chr19:17124947-17125246|Locus_11233,chr19:17220813-17221037|Locus_11234,chr19:17221088-17221137|Locus_11235,chr19:17222163-17222312|Locus_11236	group1
ENSMUSG00000038146.7	ENSMUST00000087723.3	Notch3	protein_coding	0	0	1	0	0	0	1	chr17:32141326-32141450|Locus_4274	group1
ENSMUSG00000037426.17	ENSMUST00000087897.10	Depdc5	protein_coding	0	0	1	0	1	0	1	chr5:32990963-32991312|Locus_10268	group1
ENSMUSG00000027522.15	ENSMUST00000087908.9	Stx16	protein_coding	0	0	1	0	1	0	1	chr2:174097010-174097384|Locus_7697	group1
ENSMUSG00000071064.13	ENSMUST00000087927.10	Zfp827	protein_coding	0	0	1	0	0	0	1	chr8:79028662-79061106|Locus_12837	group1
ENSMUSG00000067578.3	ENSMUST00000087950.3	Cbln4	protein_coding	0	2	0	1	1	0	3	chr2:172042765-172042939|Locus_7694,chr2:172042465-172042739|Locus_7695,chr2:172037258-172037332|Locus_7696	group1
ENSMUSG00000048832.8	ENSMUST00000087951.5	Vps37c	protein_coding	0	0	0	1	1	0	1	chr19:10713321-10713370|Locus_1124	group1
ENSMUSG00000027551.15	ENSMUST00000087971.10	Zfp64	protein_coding	0	0	2	0	1	0	2	chr2:168926168-168926517|Locus_7437,chr2:168925543-168926017|Locus_7438	group1
ENSMUSG00000067586.4	ENSMUST00000087978.4	S1pr3	protein_coding	0	0	2	0	1	0	2	chr13:51408939-51418934|Locus_2549,chr13:51419910-51420234|Locus_2550	group1
ENSMUSG00000106864.3	ENSMUST00000088010.11	Gtf3c2	protein_coding	0	0	1	0	1	0	1	chr5:31157310-31157709|Locus_4025	group1
ENSMUSG00000017969.13	ENSMUST00000088041.10	Ptgis	protein_coding	0	0	1	0	1	0	1	chr2:167191830-167203300|Locus_4739	group1
ENSMUSG00000079509.10	ENSMUST00000088102.11	Zfx	protein_coding	0	0	2	0	1	0	2	chrX:94098315-94098614|Locus_7520,chrX:94078706-94079655|Locus_7521	group1
ENSMUSG00000062184.11	ENSMUST00000088172.11	Hs6st2	protein_coding	0	0	1	0	0	0	1	chrX:51389687-51390361|Locus_11788	group1
ENSMUSG00000045216.7	ENSMUST00000088174.3	Hs6st1	protein_coding	0	0	1	1	1	0	2	chr1:36103528-36104577|Locus_11786,chr1:36105978-36106427|Locus_11787	group1
ENSMUSG00000025246.13	ENSMUST00000088217.11	Tbl1x	protein_coding	0	0	0	1	1	0	1	chrX:77659807-77660231|Locus_6011	group1
ENSMUSG00000072437.3	ENSMUST00000088237.4	Nanos1	protein_coding	0	0	2	0	1	0	2	chr19:60756412-60756736|Locus_11157,chr19:60756862-60757461|Locus_11158	group1
ENSMUSG00000004768.14	ENSMUST00000088287.9	Rab23	protein_coding	0	0	1	0	1	0	1	chr1:33738333-33740029|Locus_4857	group1
ENSMUSG00000038181.16	ENSMUST00000088295.8	Chpf2	protein_coding	0	0	4	0	2	0	4	chr5:24587691-24588215|Locus_505,chr5:24589262-24589561|Locus_506,chr5:24591086-24592510|Locus_507,chr5:24591068-24592517|Locus_13593	group1
ENSMUSG00000067722.3	ENSMUST00000088307.3	BC003965	protein_coding	0	0	1	0	1	0	1	chr17:25184783-25185632|Locus_6103	group1
ENSMUSG00000067724.5	ENSMUST00000088311.5	Gbx1	protein_coding	0	0	2	0	1	0	2	chr5:24504857-24505131|Locus_7927,chr5:24504182-24504681|Locus_7928	group1
ENSMUSG00000030257.16	ENSMUST00000088373.10	Srgap3	protein_coding	0	1	1	2	1	0	4	chr6:112946565-112946689|Locus_9612,chr6:112722446-112722870|Locus_9613,chr6:112722046-112722320|Locus_9614,chr6:112718821-112719570|Locus_9615	group1
ENSMUSG00000062604.11	ENSMUST00000088392.8	Srpk2	protein_coding	0	0	1	2	2	0	3	chr5:23518691-23527923|Locus_5520,chr5:23507389-23507488|Locus_5521,chr5:23507314-23507363|Locus_5522	group1
ENSMUSG00000022139.16	ENSMUST00000088419.12	Mbnl2	protein_coding	0	1	1	1	0	0	3	chr14:120275669-120275743|Locus_976,chr14:120324801-120325450|Locus_977,chr14:120429355-120429654|Locus_978	group1
ENSMUSG00000031376.15	ENSMUST00000088429.7	Atp2b3	protein_coding	0	0	1	0	1	0	1	chrX:73570486-73570860|Locus_10793	group1
ENSMUSG00000024136.14	ENSMUST00000088506.11	Dnase1l2	protein_coding	0	0	1	0	1	0	1	chr17:24440781-24441541|Locus_13427	group1
ENSMUSG00000067825.11	ENSMUST00000088561.9	Pex26	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000043460.6	ENSMUST00000088592.4	Elfn2	protein_coding	0	0	3	1	1	0	4	chr15:78672731-78672780|Locus_5419,chr15:78672131-78672480|Locus_5420,chr15:78671406-78672005|Locus_5421,chr15:78669806-78670080|Locus_5422	group1
ENSMUSG00000067847.13	ENSMUST00000088610.10	Romo1	protein_coding	0	1	0	0	0	0	1	chr2:156144214-156144313|Locus_13645	group1
ENSMUSG00000045962.16	ENSMUST00000088644.12	Wnk1	protein_coding	0	0	2	0	0	0	2	chr6:119963187-119963511|Locus_8093,chr6:119962562-119962886|Locus_8094	group1
ENSMUSG00000052560.15	ENSMUST00000088649.10	Cpne8	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000067873.11	ENSMUST00000088652.5	Htatsf1	protein_coding	0	0	1	0	1	0	1	chrX:57066180-57066879|Locus_15454	group1
ENSMUSG00000067879.3	ENSMUST00000088666.3	3110035E14Rik	protein_coding	0	0	3	0	1	0	3	chr1:9601199-9601698|Locus_15473,chr1:9601224-9601648|Locus_16529,chr1:9624713-9625112|Locus_16530	group1
ENSMUSG00000070687.11	ENSMUST00000088677.4	Htr1d	protein_coding	0	1	1	0	1	0	2	chr4:136441848-136441972|Locus_3295,chr4:136443248-136443572|Locus_3296	group1
ENSMUSG00000032481.16	ENSMUST00000088716.11	Smarcc1	protein_coding	0	0	1	0	0	0	1	chr9:110204252-110206148|Locus_5310	group1
ENSMUSG00000044501.17	ENSMUST00000088765.8	Zfp758	protein_coding	0	0	1	2	1	0	3	chr17:22374808-22375232|Locus_7007,chr17:22376333-22376532|Locus_7008,chr17:22376658-22376732|Locus_7009	group1
ENSMUSG00000067924.4	ENSMUST00000088778.4	Cxx1b	protein_coding	0	0	0	1	0	0	1	chrX:53669227-53669726|Locus_12231	group1
ENSMUSG00000067925.4	ENSMUST00000088779.4	Cxx1a	protein_coding	0	0	0	1	0	0	1	chrX:53642588-53643037|Locus_13080	group1
ENSMUSG00000078768.2	ENSMUST00000088785.5	Zfp566	protein_coding	0	0	2	0	1	0	2	chr7:30078086-30078260|Locus_11077,chr7:30077361-30077685|Locus_11078	group1
ENSMUSG00000003161.15	ENSMUST00000088786.10	Sri	protein_coding	0	0	0	1	0	0	1	chr5:8068846-8068895|Locus_1392	group1
ENSMUSG00000067931.5	ENSMUST00000088787.5	Zfp948	protein_coding	0	0	2	0	1	0	2	chr17:21586773-21587272|Locus_11306,chr17:21587298-21588547|Locus_11307	group1
ENSMUSG00000067942.5	ENSMUST00000088811.5	Zfp160	protein_coding	0	0	3	0	1	0	3	chr17:21025564-21025688|Locus_7004,chr17:21026364-21026413|Locus_7005,chr17:21026464-21027088|Locus_7006	group1
ENSMUSG00000053137.6	ENSMUST00000088823.3	Mapk11	protein_coding	0	0	0	1	0	0	1	chr15:89142811-89142860|Locus_4662	group1
ENSMUSG00000022610.9	ENSMUST00000088827.6	Mapk12	protein_coding	0	0	0	1	1	0	1	chr15:89130584-89130958|Locus_10376	group1
ENSMUSG00000030126.17	ENSMUST00000088896.9	Tmcc1	protein_coding	0	0	3	0	1	0	3	chr6:116134096-116134370|Locus_11060,chr6:116024811-116043518|Locus_11062,chr6:116021386-116022310|Locus_11063	group1
ENSMUSG00000067995.4	ENSMUST00000088922.4	Gtf2f2	protein_coding	0	0	1	0	1	0	1	chr14:75897162-75906840|Locus_14407	group1
ENSMUSG00000035900.18	ENSMUST00000088931.9	Gramd4	protein_coding	0	0	1	0	1	0	1	chr15:86135393-86135817|Locus_6902	group1
ENSMUSG00000038141.9	ENSMUST00000088940.5	Tmem181a	protein_coding	0	0	0	3	0	0	3	chr17:6306415-6306539|Locus_205,chr17:6306417-6306541|Locus_16580,chr17:6306692-6306866|Locus_16581	group1
ENSMUSG00000068015.6	ENSMUST00000088970.5	Lrch1	protein_coding	0	0	0	1	1	0	1	chr14:74756775-74757024|Locus_11289	group1
ENSMUSG00000053004.9	ENSMUST00000088987.2	Hrh1	protein_coding	0	0	1	2	2	0	3	chr6:114480722-114481071|Locus_3257,chr6:114481347-114481771|Locus_3258,chr6:114481872-114482371|Locus_3259	group1
ENSMUSG00000037972.6	ENSMUST00000089011.4	Snn	protein_coding	0	0	1	1	1	0	2	chr16:11072419-11073218|Locus_5331,chr16:11074744-11074985|Locus_5332	group1
ENSMUSG00000068037.10	ENSMUST00000089015.9	Mas1	protein_coding	0	0	1	0	1	0	1	chr17:12841129-12841753|Locus_3909	group1
ENSMUSG00000033487.14	ENSMUST00000089017.11	Fndc3a	protein_coding	0	0	1	0	0	0	1	chr14:72582982-72584790|Locus_10496	group1
ENSMUSG00000056952.13	ENSMUST00000089018.10	Tatdn2	protein_coding	0	0	1	0	0	0	1	chr6:113702179-113704890|Locus_11387	group1
ENSMUSG00000068039.12	ENSMUST00000089024.12	Tcp1	protein_coding	0	0	2	0	2	0	2	chr17:12924363-12924587|Locus_6106,chr17:12924363-12924587|Locus_7003	group1
ENSMUSG00000068040.10	ENSMUST00000089027.2	Tm9sf4	protein_coding	0	0	1	1	1	0	2	chr2:153204842-153208910|Locus_17367,chr2:153209286-153209610|Locus_17368	group1
ENSMUSG00000045211.4	ENSMUST00000089049.2	Nudt18	protein_coding	0	0	1	0	1	0	1	chr14:70579549-70580123|Locus_5983	group1
ENSMUSG00000014426.8	ENSMUST00000089058.5	Map3k4	protein_coding	0	0	2	0	1	0	2	chr17:12270881-12272180|Locus_9658,chr17:12227721-12228120|Locus_9659	group1
ENSMUSG00000023868.15	ENSMUST00000089085.8	Pde10a	protein_coding	0	0	0	3	0	0	3	chr17:8983475-8983724|Locus_8889,chr17:8985925-8985974|Locus_8890,chr17:8986025-8986174|Locus_8891	group1
ENSMUSG00000027455.16	ENSMUST00000089140.12	Nsfl1c	protein_coding	0	0	1	0	0	0	1	chr2:151494207-151494406|Locus_11491	group1
ENSMUSG00000068114.6	ENSMUST00000089174.4	Ccdc134	protein_coding	0	0	1	0	1	0	1	chr15:82140980-82141429|Locus_16405	group1
ENSMUSG00000042529.14	ENSMUST00000089184.10	Kcnj12	protein_coding	0	0	1	0	1	0	1	chr11:61069282-61071056|Locus_3535	group1
ENSMUSG00000034265.7	ENSMUST00000089185.4	Zdhhc14	protein_coding	0	0	1	0	1	0	1	chr17:5752909-5753808|Locus_7000	group1
ENSMUSG00000022052.9	ENSMUST00000089230.6	Ppp2r2a	protein_coding	0	0	1	0	1	0	1	chr14:67015706-67016630|Locus_15270	group1
ENSMUSG00000046204.14	ENSMUST00000089236.10	Pnma2	protein_coding	0	1	1	0	1	0	2	chr14:66911245-66914557|Locus_8777,chr14:66915848-66917597|Locus_8778	group1
ENSMUSG00000068154.5	ENSMUST00000089257.5	Insm1	protein_coding	0	0	1	0	0	0	1	chr2:146222121-146222295|Locus_12023	group1
ENSMUSG00000022911.10	ENSMUST00000089289.5	Arl13b	protein_coding	0	0	1	0	1	0	1	chr16:62795260-62801722|Locus_14228	group1
ENSMUSG00000046500.8	ENSMUST00000089295.5	Fam19a4	protein_coding	0	0	1	1	2	0	2	chr6:96832503-96843755|Locus_10784,chr6:96832103-96832427|Locus_10785	group1
ENSMUSG00000089837.9	ENSMUST00000089299.5	Npcd	protein_coding	0	0	1	0	0	0	1	chr15:79828532-79828831|Locus_11706	group1
ENSMUSG00000031010.17	ENSMUST00000089302.10	Usp9x	protein_coding	0	0	1	0	0	0	1	chrX:13156019-13156668|Locus_6837	group1
ENSMUSG00000068196.4	ENSMUST00000089332.4	Col8a1	protein_coding	0	0	3	0	1	0	3	chr16:57628383-57628782|Locus_2317,chr16:57627258-57627507|Locus_2318,chr16:57626883-57627057|Locus_2319	group1
ENSMUSG00000034037.14	ENSMUST00000089334.8	Fgd5	protein_coding	0	0	0	2	1	0	2	chr6:92074688-92075062|Locus_8076,chr6:92075738-92076004|Locus_8077	group1
ENSMUSG00000022436.15	ENSMUST00000089378.4	Sh3bp1	protein_coding	0	0	1	0	1	0	1	chr15:78918308-78918632|Locus_5201	group1
ENSMUSG00000048279.17	ENSMUST00000089394.9	Sacs	protein_coding	0	0	2	0	0	0	2	chr14:61147727-61172994|Locus_11739,chr14:61191248-61192197|Locus_11740	group1
ENSMUSG00000056656.5	ENSMUST00000089450.3	Apol8	protein_coding	0	0	2	1	1	0	3	chr15:77749748-77752793|Locus_8829,chr15:77749173-77749522|Locus_8830,chr15:77748523-77749147|Locus_8831	group1
ENSMUSG00000021969.8	ENSMUST00000089473.4	Zdhhc20	protein_coding	0	0	0	3	1	0	3	chr14:57836403-57837621|Locus_16308,chr14:57834628-57835102|Locus_16309,chr14:57834553-57834602|Locus_16310	group1
ENSMUSG00000053580.16	ENSMUST00000089485.5	Tanc2	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000050222.11	ENSMUST00000089494.5	Il17d	protein_coding	0	0	2	0	1	0	2	chr14:57524777-57525333|Locus_8770,chr14:57542393-57542817|Locus_8771	group1
ENSMUSG00000030056.8	ENSMUST00000089497.6	Isy1	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000068267.5	ENSMUST00000089510.4	Cenpb	protein_coding	0	0	1	1	1	0	2	chr2:131177847-131179421|Locus_2243,chr2:131176872-131176921|Locus_2244	group1
ENSMUSG00000057230.13	ENSMUST00000089519.12	Aak1	protein_coding	1	0	0	5	0	0	5	chr6:86988068-86988142|Locus_10000,chr6:86988843-86989292|Locus_10001,chr6:86995868-86996392|Locus_10002,chr6:86996693-86996742|Locus_10003,chr6:86996868-86998092|Locus_10004,chr6:86848574-86849298|Locus_13710	group1
ENSMUSG00000068270.15	ENSMUST00000089520.2	Shroom4	protein_coding	0	0	0	3	0	0	3	chrX:6633969-6634018|Locus_5552,chrX:6635144-6635518|Locus_5553,chrX:6635544-6635593|Locus_5554	group1
ENSMUSG00000037703.14	ENSMUST00000089561.9	Lzts3	protein_coding	0	0	2	0	0	0	2	chr2:130636297-130637011|Locus_9141,chr2:130634989-130635896|Locus_9142	group1
ENSMUSG00000037773.14	ENSMUST00000089581.10	Pced1a	protein_coding	0	1	2	0	0	0	3	chr2:130423705-130424029|Locus_10512,chr2:130423330-130423454|Locus_10513,chr2:130422117-130422454|Locus_10514	group1
ENSMUSG00000034832.15	ENSMUST00000089622.10	Tet3	protein_coding	0	0	3	0	0	0	3	chr6:83368898-83369272|Locus_4935,chr6:83368598-83368872|Locus_4936,chr6:83368273-83368547|Locus_4937	group1
ENSMUSG00000000957.10	ENSMUST00000089688.5	Mmp14	protein_coding	0	0	1	0	1	0	1	chr14:54440010-54440629|Locus_3994	group1
ENSMUSG00000068373.14	ENSMUST00000089726.9	D430041D05Rik	protein_coding	0	0	1	0	0	0	1	chr2:104258123-104258422|Locus_9137	group1
ENSMUSG00000053754.13	ENSMUST00000089752.10	Chd8	protein_coding	0	0	3	0	1	0	3	chr14:52237004-52237653|Locus_14027,chr14:52204749-52205348|Locus_14028,chr14:52198276-52198850|Locus_14029	group1
ENSMUSG00000046598.14	ENSMUST00000089759.8	Bdh1	protein_coding	0	0	1	0	1	0	1	chr16:31456689-31457238|Locus_15237	group1
ENSMUSG00000068391.8	ENSMUST00000089765.8	Chrac1	protein_coding	0	0	1	0	1	0	1	chr15:73093516-73094090|Locus_17086	group1
ENSMUSG00000022537.17	ENSMUST00000089775.10	Tmem44	protein_coding	0	0	0	1	0	0	1	chr16:30513330-30514204|Locus_6948	group1
ENSMUSG00000068394.4	ENSMUST00000089776.2	Cep152	protein_coding	0	0	3	0	1	0	3	chr2:125579486-125579860|Locus_17361,chr2:125563963-125564162|Locus_17362,chr2:125563413-125563937|Locus_17363	group1
ENSMUSG00000044566.15	ENSMUST00000089840.4	Cage1	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000037709.13	ENSMUST00000089860.11	Fam13a	protein_coding	0	0	1	1	1	0	2	chr6:58934865-58939348|Locus_12718,chr6:58934165-58934464|Locus_12719	group1
ENSMUSG00000071856.10	ENSMUST00000089874.8	Mcc	protein_coding	0	0	1	0	1	0	1	chr18:44429660-44429934|Locus_10940	group1
ENSMUSG00000022887.8	ENSMUST00000089883.5	Masp1	protein_coding	0	0	0	0	0	1	1	chr16:23479841-23479915|Locus_3910	group1
ENSMUSG00000022861.16	ENSMUST00000089925.9	Dgkg	protein_coding	0	0	1	1	1	0	2	chr16:22468761-22469310|Locus_1444,chr16:22468461-22468560|Locus_1445	group1
ENSMUSG00000068479.5	ENSMUST00000089926.5	Mfap1a	protein_coding	0	0	0	1	0	0	1	chr2:121494286-121494435|Locus_13920	group1
ENSMUSG00000036036.15	ENSMUST00000089968.12	Zfp57	protein_coding	0	0	1	0	1	0	1	chr17:37010275-37010574|Locus_7416	group1
ENSMUSG00000025809.15	ENSMUST00000090006.11	Itgb1	protein_coding	0	0	0	1	1	0	1	chr8:128732270-128732494|Locus_3442	group1
ENSMUSG00000022841.14	ENSMUST00000090023.12	Ap2m1	protein_coding	0	1	0	0	0	0	1	chr16:20535553-20537612|Locus_1841	group1
ENSMUSG00000021798.13	ENSMUST00000090040.10	Ldb3	protein_coding	0	0	0	2	1	0	2	chr14:34529228-34529352|Locus_9099,chr14:34528778-34529202|Locus_9100	group1
ENSMUSG00000041215.15	ENSMUST00000090052.10	Yeats2	protein_coding	0	0	0	1	1	0	1	chr16:20230964-20231863|Locus_5511	group1
ENSMUSG00000022340.14	ENSMUST00000090057.4	Sybu	protein_coding	0	0	0	0	0	1	1	chr15:44764311-44764510|Locus_10532	group1
ENSMUSG00000022307.15	ENSMUST00000090096.10	Oxr1	protein_coding	0	0	2	0	1	0	2	chr15:41819889-41823361|Locus_3763,chr15:41859163-41859462|Locus_3764	group1
ENSMUSG00000105504.4	ENSMUST00000090127.6	Gbp5	protein_coding	0	0	1	0	1	0	1	chr3:142521133-142521232|Locus_7799	group1
ENSMUSG00000021900.10	ENSMUST00000090147.6	Btd	protein_coding	0	0	2	0	1	0	2	chr14:31666777-31667601|Locus_9628,chr14:31667627-31668076|Locus_9629	group1
ENSMUSG00000074212.7	ENSMUST00000090178.9	Dnajb14	protein_coding	0	0	1	0	1	0	1	chr3:137905997-137908708|Locus_14895	group1
ENSMUSG00000021904.5	ENSMUST00000090180.2	Sema3g	protein_coding	0	0	1	0	1	0	1	chr14:31227938-31228212|Locus_6634	group1
ENSMUSG00000050240.14	ENSMUST00000090190.11	Hic2	protein_coding	0	0	3	0	1	0	3	chr16:17257602-17257901|Locus_6934,chr16:17258202-17258951|Locus_6935,chr16:17259127-17259276|Locus_6936	group1
ENSMUSG00000040093.15	ENSMUST00000090219.12	Bmf	protein_coding	0	0	0	1	1	0	1	chr2:118531632-118532456|Locus_3897	group1
ENSMUSG00000039100.9	ENSMUST00000090227.4	March6	protein_coding	0	0	0	1	1	0	1	chr15:31458591-31459015|Locus_6862	group1
ENSMUSG00000029924.12	ENSMUST00000090243.7	Slc37a3	protein_coding	0	0	1	0	1	0	1	chr6:39336298-39338761|Locus_15346	group1
