anno	seqnames	start	end	width	peak	groupname	gene_type	gene_name	location	transcriptID
UTR3 (ENSMUST00000091374.8)	chr1	59639494	59639543	50	chr1:59639494-59639543|Locus_6806	group1	protein_coding	Sumo1	UTR3	ENSMUST00000091374.8
CDS (ENSMUST00000091403.5, CDS 8 of 8, 266bp)	chr13	93940555	93940629	75	chr13:93940555-93940629|Locus_1937	group1	protein_coding	Arsb	CDS	ENSMUST00000091403.5
CDS (ENSMUST00000091458.12, CDS 3 of 3, 454bp)	chr13	78197926	78198264	339	chr13:78197926-78198264|Locus_2661	group1	protein_coding	Nr2f1	CDS	ENSMUST00000091458.12
CDS (ENSMUST00000091458.12, CDS 1 of 3, 281bp)	chr13	78189248	78189872	625	chr13:78189248-78189872|Locus_2662	group1	protein_coding	Nr2f1	CDS	ENSMUST00000091458.12
CDS (ENSMUST00000091458.12, CDS 3 of 3, 454bp)	chr13	78198092	78201998	3907	chr13:78198092-78201998|Locus_10700	group1	protein_coding	Nr2f1	CDS	ENSMUST00000091458.12
CDS (ENSMUST00000091471.11, CDS 8 of 8, 242bp)	chr14	18033438	18033812	375	chr14:18033438-18033812|Locus_6550	group1	protein_coding	Thrb	CDS	ENSMUST00000091471.11
CDS (ENSMUST00000091554.5, CDS 2 of 24, 72bp)	chr13	64738282	64740558	2277	chr13:64738282-64740558|Locus_8722	group1	protein_coding	Cntnap3	CDS	ENSMUST00000091554.5
CDS (ENSMUST00000091556.11, CDS 4 of 4, 1033bp)	chr2	138283493	138284592	1100	chr2:138283493-138284592|Locus_7637	group1	protein_coding	Btbd3	CDS	ENSMUST00000091556.11
CDS (ENSMUST00000091560.10, CDS 1 of 15, 797bp)	chr13	63015057	63033040	17984	chr13:63015057-63033040|Locus_11498	group1	protein_coding	2010111I01Rik	CDS	ENSMUST00000091560.10
UTR3 (ENSMUST00000091583.5)	chr13	58004253	58005052	800	chr13:58004253-58005052|Locus_353	group1	protein_coding	Klhl3	UTR3	ENSMUST00000091583.5
UTR3 (ENSMUST00000091583.5)	chr13	58003578	58004027	450	chr13:58003578-58004027|Locus_354	group1	protein_coding	Klhl3	UTR3	ENSMUST00000091583.5
UTR3 (ENSMUST00000091583.5)	chr13	58000478	58000877	400	chr13:58000478-58000877|Locus_355	group1	protein_coding	Klhl3	UTR3	ENSMUST00000091583.5
UTR3 (ENSMUST00000091583.5)	chr13	58000328	58000427	100	chr13:58000328-58000427|Locus_356	group1	protein_coding	Klhl3	UTR3	ENSMUST00000091583.5
CDS (ENSMUST00000091614.6, CDS 2 of 16, 990bp)	chr4	40976749	40977098	350	chr4:40976749-40977098|Locus_15897	group1	protein_coding	Nfx1	CDS	ENSMUST00000091614.6
CDS (ENSMUST00000091614.6, CDS 14 of 16, 120bp)	chr4	41004933	41011608	6676	chr4:41004933-41011608|Locus_15898	group1	protein_coding	Nfx1	CDS	ENSMUST00000091614.6
CDS (ENSMUST00000091628.10, CDS 2 of 2, 1845bp)	chr13	45568393	45568467	75	chr13:45568393-45568467|Locus_5114	group1	protein_coding	Atxn1	CDS	ENSMUST00000091628.10
CDS (ENSMUST00000091628.10, CDS 1 of 2, 531bp)	chr13	45557005	45557579	575	chr13:45557005-45557579|Locus_5115	group1	protein_coding	Atxn1	CDS	ENSMUST00000091628.10
UTR3 (ENSMUST00000091628.10)	chr13	45555355	45555929	575	chr13:45555355-45555929|Locus_5116	group1	protein_coding	Atxn1	UTR3	ENSMUST00000091628.10
UTR3 (ENSMUST00000091628.10)	chr13	45553430	45553954	525	chr13:45553430-45553954|Locus_5117	group1	protein_coding	Atxn1	UTR3	ENSMUST00000091628.10
UTR5 (ENSMUST00000091636.3)	chr18	35214627	35215024	398	chr18:35214627-35215024|Locus_1109	group1	protein_coding	Lrrtm2	UTR5	ENSMUST00000091636.3
CDS (ENSMUST00000091636.3, CDS 1 of 2, 1544bp)	chr18	35213278	35214052	775	chr18:35213278-35214052|Locus_1110	group1	protein_coding	Lrrtm2	CDS	ENSMUST00000091636.3
CDS (ENSMUST00000091636.3, CDS 1 of 2, 1544bp)	chr18	35212553	35213202	650	chr18:35212553-35213202|Locus_1111	group1	protein_coding	Lrrtm2	CDS	ENSMUST00000091636.3
UTR3 (ENSMUST00000091636.3)	chr18	35209178	35209227	50	chr18:35209178-35209227|Locus_1112	group1	protein_coding	Lrrtm2	UTR3	ENSMUST00000091636.3
CDS (ENSMUST00000091636.3, CDS 2 of 2, 4bp)	chr18	35183044	35215097	32054	chr18:35183044-35215097|Locus_2147	group1	protein_coding	Lrrtm2	CDS	ENSMUST00000091636.3
CDS (ENSMUST00000091641.12, CDS 9 of 9, 49bp)	chr13	38226912	38226961	50	chr13:38226912-38226961|Locus_14050	group1	protein_coding	Snrnp48	CDS	ENSMUST00000091641.12
CDS (ENSMUST00000091694.9, CDS 14 of 14, 72bp)	chr13	24704816	24705015	200	chr13:24704816-24705015|Locus_4863	group1	protein_coding	Ripor2	CDS	ENSMUST00000091694.9
UTR5 (ENSMUST00000091704.6)	chr13	23620753	23621002	250	chr13:23620753-23621002|Locus_10455	group1	protein_coding	Hist1h2be	UTR5	ENSMUST00000091704.6
CDS (ENSMUST00000091704.6, CDS 1 of 1, 381bp)	chr13	23585870	23620702	34833	chr13:23585870-23620702|Locus_10456	group1	protein_coding	Hist1h2be	CDS	ENSMUST00000091704.6
UTR3 (ENSMUST00000091704.6)	chr13	23585245	23585469	225	chr13:23585245-23585469|Locus_10457	group1	protein_coding	Hist1h2be	UTR3	ENSMUST00000091704.6
CDS (ENSMUST00000091789.10, CDS 3 of 3, 449bp)	chr18	82554420	82554644	225	chr18:82554420-82554644|Locus_3927	group1	protein_coding	Mbp	CDS	ENSMUST00000091789.10
CDS (ENSMUST00000091789.10, CDS 3 of 3, 449bp)	chr18	82554695	82554769	75	chr18:82554695-82554769|Locus_3928	group1	protein_coding	Mbp	CDS	ENSMUST00000091789.10
UTR3 (ENSMUST00000091789.10)	chr18	82554845	82554919	75	chr18:82554845-82554919|Locus_3929	group1	protein_coding	Mbp	UTR3	ENSMUST00000091789.10
CDS (ENSMUST00000091790.4, CDS 1 of 30, 137bp)	chr18	80735491	80736140	650	chr18:80735491-80736140|Locus_11772	group1	protein_coding	Atp9b	CDS	ENSMUST00000091790.4
UTR3 (ENSMUST00000091790.4)	chr18	80735041	80735440	400	chr18:80735041-80735440|Locus_11773	group1	protein_coding	Atp9b	UTR3	ENSMUST00000091790.4
UTR3 (ENSMUST00000091790.4)	chr18	80734316	80734815	500	chr18:80734316-80734815|Locus_11774	group1	protein_coding	Atp9b	UTR3	ENSMUST00000091790.4
UTR3 (ENSMUST00000091813.11)	chr18	78100616	78100815	200	chr18:78100616-78100815|Locus_1199	group1	protein_coding	Slc14a1	UTR3	ENSMUST00000091813.11
CDS (ENSMUST00000091851.9, CDS 1 of 5, 697bp)	chr18	73930286	73930910	625	chr18:73930286-73930910|Locus_7116	group1	protein_coding	Mapk4	CDS	ENSMUST00000091851.9
CDS (ENSMUST00000091852.4, CDS 2 of 2, 1226bp)	chr18	73589888	73590912	1025	chr18:73589888-73590912|Locus_8977	group1	protein_coding	Mex3c	CDS	ENSMUST00000091852.4
CDS (ENSMUST00000091879.11, CDS 1 of 3, 1304bp)	chr17	21929135	21929359	225	chr17:21929135-21929359|Locus_15688	group1	protein_coding	Zfp942	CDS	ENSMUST00000091879.11
CDS (ENSMUST00000091884.4, CDS 15 of 20, 147bp)	chr18	61157460	61157759	300	chr18:61157460-61157759|Locus_1094	group1	protein_coding	Hmgxb3	CDS	ENSMUST00000091884.4
CDS (ENSMUST00000091884.4, CDS 1 of 20, 456bp)	chr18	61132302	61132351	50	chr18:61132302-61132351|Locus_1095	group1	protein_coding	Hmgxb3	CDS	ENSMUST00000091884.4
CDS (ENSMUST00000091884.4, CDS 1 of 20, 456bp)	chr18	61131802	61132276	475	chr18:61131802-61132276|Locus_1096	group1	protein_coding	Hmgxb3	CDS	ENSMUST00000091884.4
CDS (ENSMUST00000091884.4, CDS 1 of 20, 456bp)	chr18	61131801	61132149	349	chr18:61131801-61132149|Locus_2371	group1	protein_coding	Hmgxb3	CDS	ENSMUST00000091884.4
CDS (ENSMUST00000091924.9, CDS 3 of 7, 74bp)	chr3	96578397	96580130	1734	chr3:96578397-96580130|Locus_14714	group1	protein_coding	Polr3gl	CDS	ENSMUST00000091924.9
CDS (ENSMUST00000091927.4, CDS 1 of 2, 832bp)	chr18	40258080	40259104	1025	chr18:40258080-40259104|Locus_11460	group1	protein_coding	Kctd16	CDS	ENSMUST00000091927.4
CDS (ENSMUST00000091927.4, CDS 2 of 2, 452bp)	chr18	40530652	40531201	550	chr18:40530652-40531201|Locus_11461	group1	protein_coding	Kctd16	CDS	ENSMUST00000091927.4
CDS (ENSMUST00000091935.6, CDS 1 of 4, 2424bp)	chr18	37737047	37737346	300	chr18:37737047-37737346|Locus_286	group1	protein_coding	Pcdhga9	CDS	ENSMUST00000091935.6
CDS (ENSMUST00000091935.6, CDS 1 of 4, 2424bp)	chr18	37737922	37738271	350	chr18:37737922-37738271|Locus_287	group1	protein_coding	Pcdhga9	CDS	ENSMUST00000091935.6
CDS (ENSMUST00000091935.6, CDS 1 of 4, 2424bp)	chr18	37738697	37739221	525	chr18:37738697-37739221|Locus_288	group1	protein_coding	Pcdhga9	CDS	ENSMUST00000091935.6
CDS (ENSMUST00000091935.6, CDS 1 of 4, 2424bp)	chr18	37739272	37739471	200	chr18:37739272-37739471|Locus_289	group1	protein_coding	Pcdhga9	CDS	ENSMUST00000091935.6
CDS (ENSMUST00000092015.10, CDS 1 of 6, 194bp)	chr18	22694281	22695080	800	chr18:22694281-22695080|Locus_10467	group1	protein_coding	Nol4	CDS	ENSMUST00000092015.10
UTR3 (ENSMUST00000092015.10)	chr18	22694031	22694205	175	chr18:22694031-22694205|Locus_10468	group1	protein_coding	Nol4	UTR3	ENSMUST00000092015.10
UTR3 (ENSMUST00000092074.11)	chr10	127660006	127660080	75	chr10:127660006-127660080|Locus_5566	group1	protein_coding	Stat6	UTR3	ENSMUST00000092074.11
UTR3 (ENSMUST00000092074.11)	chr10	127660156	127660205	50	chr10:127660156-127660205|Locus_5567	group1	protein_coding	Stat6	UTR3	ENSMUST00000092074.11
UTR3 (ENSMUST00000092074.11)	chr10	127660231	127660330	100	chr10:127660231-127660330|Locus_5568	group1	protein_coding	Stat6	UTR3	ENSMUST00000092074.11
UTR3 (ENSMUST00000092096.12)	chr18	9995916	9996040	125	chr18:9995916-9996040|Locus_12743	group1	protein_coding	Usp14	UTR3	ENSMUST00000092096.12
CDS (ENSMUST00000092123.10, CDS 9 of 14, 149bp)	chr2	49536701	49537150	450	chr2:49536701-49537150|Locus_7579	group1	protein_coding	Epc2	CDS	ENSMUST00000092123.10
CDS (ENSMUST00000092123.10, CDS 12 of 14, 160bp)	chr2	49547566	49550201	2636	chr2:49547566-49550201|Locus_7580	group1	protein_coding	Epc2	CDS	ENSMUST00000092123.10
UTR3 (ENSMUST00000092167.6)	chr10	116387587	116388186	600	chr10:116387587-116388186|Locus_4775	group1	protein_coding	Ptprb	UTR3	ENSMUST00000092167.6
UTR3 (ENSMUST00000092175.3)	chr10	112463512	112463886	375	chr10:112463512-112463886|Locus_9728	group1	protein_coding	Kcnc2	UTR3	ENSMUST00000092175.3
UTR3 (ENSMUST00000092302.10)	chr11	121442385	121442484	100	chr11:121442385-121442484|Locus_12891	group1	protein_coding	Fn3k	UTR3	ENSMUST00000092302.10
UTR3 (ENSMUST00000092404.12)	chr11	116849878	116849952	75	chr11:116849878-116849952|Locus_14722	group1	protein_coding	Srsf2	UTR3	ENSMUST00000092404.12
UTR5 (ENSMUST00000092426.4)	chr9	44240676	44240808	133	chr9:44240676-44240808|Locus_10076	group1	protein_coding	Ccdc153	UTR5	ENSMUST00000092426.4
CDS (ENSMUST00000092430.10, CDS 1 of 7, 141bp)	chr10	71228039	71228638	600	chr10:71228039-71228638|Locus_6475	group1	protein_coding	Tfam	CDS	ENSMUST00000092430.10
CDS (ENSMUST00000092500.10, CDS 6 of 7, 177bp)	chr11	109434730	109436860	2131	chr11:109434730-109436860|Locus_369	group1	protein_coding	Amz2	CDS	ENSMUST00000092500.10
CDS (ENSMUST00000092569.12, CDS 2 of 5, 59bp)	chr11	102688808	102689730	923	chr11:102688808-102689730|Locus_11948	group1	protein_coding	Ccdc43	CDS	ENSMUST00000092569.12
CDS (ENSMUST00000092569.12, CDS 1 of 5, 188bp)	chr11	102686161	102688357	2197	chr11:102686161-102688357|Locus_11949	group1	protein_coding	Ccdc43	CDS	ENSMUST00000092569.12
CDS (ENSMUST00000092584.5, CDS 1 of 2, 828bp)	chr10	37136375	37136549	175	chr10:37136375-37136549|Locus_3847	group1	protein_coding	Marcks	CDS	ENSMUST00000092584.5
CDS (ENSMUST00000092584.5, CDS 1 of 2, 828bp)	chr10	37135875	37136249	375	chr10:37135875-37136249|Locus_3848	group1	protein_coding	Marcks	CDS	ENSMUST00000092584.5
UTR3 (ENSMUST00000092584.5)	chr10	37133650	37133874	225	chr10:37133650-37133874|Locus_3849	group1	protein_coding	Marcks	UTR3	ENSMUST00000092584.5
CDS (ENSMUST00000092627.5, CDS 1 of 5, 177bp)	chr10	29211831	29221793	9963	chr10:29211831-29221793|Locus_5887	group1	protein_coding	9330159F19Rik	CDS	ENSMUST00000092627.5
CDS (ENSMUST00000092627.5, CDS 4 of 5, 1180bp)	chr10	29223392	29225220	1829	chr10:29223392-29225220|Locus_5888	group1	protein_coding	9330159F19Rik	CDS	ENSMUST00000092627.5
CDS (ENSMUST00000092627.5, CDS 5 of 5, 165bp)	chr10	29227238	29227687	450	chr10:29227238-29227687|Locus_5889	group1	protein_coding	9330159F19Rik	CDS	ENSMUST00000092627.5
UTR5 (ENSMUST00000092629.3)	chr10	29143914	29144313	400	chr10:29143914-29144313|Locus_5882	group1	protein_coding	Soga3	UTR5	ENSMUST00000092629.3
CDS (ENSMUST00000092629.3, CDS 1 of 6, 1095bp)	chr10	29144339	29146816	2478	chr10:29144339-29146816|Locus_5883	group1	protein_coding	Soga3	CDS	ENSMUST00000092629.3
CDS (ENSMUST00000092629.3, CDS 3 of 6, 159bp)	chr10	29150376	29196601	46226	chr10:29150376-29196601|Locus_5884	group1	protein_coding	Soga3	CDS	ENSMUST00000092629.3
CDS (ENSMUST00000092629.3, CDS 5 of 6, 1176bp)	chr10	29197052	29197376	325	chr10:29197052-29197376|Locus_5885	group1	protein_coding	Soga3	CDS	ENSMUST00000092629.3
UTR3 (ENSMUST00000092629.3)	chr10	29199106	29199455	350	chr10:29199106-29199455|Locus_5886	group1	protein_coding	Soga3	UTR3	ENSMUST00000092629.3
UTR5 (ENSMUST00000092640.5)	chr15	67113954	67114253	300	chr15:67113954-67114253|Locus_5227	group1	protein_coding	St3gal1	UTR5	ENSMUST00000092640.5
UTR3 (ENSMUST00000092640.5)	chr15	67106475	67106649	175	chr15:67106475-67106649|Locus_5228	group1	protein_coding	St3gal1	UTR3	ENSMUST00000092640.5
UTR3 (ENSMUST00000092640.5)	chr15	67106025	67106399	375	chr15:67106025-67106399|Locus_5229	group1	protein_coding	St3gal1	UTR3	ENSMUST00000092640.5
UTR3 (ENSMUST00000092640.5)	chr15	67105600	67105849	250	chr15:67105600-67105849|Locus_5230	group1	protein_coding	St3gal1	UTR3	ENSMUST00000092640.5
CDS (ENSMUST00000092678.9, CDS 3 of 10, 666bp)	chr10	20325251	20325750	500	chr10:20325251-20325750|Locus_15504	group1	protein_coding	Bclaf1	CDS	ENSMUST00000092678.9
CDS (ENSMUST00000092678.9, CDS 9 of 10, 213bp)	chr10	20339752	20340156	405	chr10:20339752-20340156|Locus_15505	group1	protein_coding	Bclaf1	CDS	ENSMUST00000092678.9
UTR3 (ENSMUST00000092678.9)	chr10	20340657	20340756	100	chr10:20340657-20340756|Locus_15506	group1	protein_coding	Bclaf1	UTR3	ENSMUST00000092678.9
CDS (ENSMUST00000092684.11, CDS 12 of 12, 353bp)	chr11	100571497	100571696	200	chr11:100571497-100571696|Locus_16009	group1	protein_coding	Ttc25	CDS	ENSMUST00000092684.11
CDS (ENSMUST00000092723.10, CDS 19 of 19, 1725bp)	chr17	5342007	5343256	1250	chr17:5342007-5343256|Locus_8895	group1	protein_coding	Arid1b	CDS	ENSMUST00000092723.10
CDS (ENSMUST00000092735.11, CDS 1 of 18, 250bp)	chr11	98152854	98153103	250	chr11:98152854-98153103|Locus_4626	group1	protein_coding	Med1	CDS	ENSMUST00000092735.11
CDS (ENSMUST00000092788.3, CDS 1 of 1, 405bp)	chr11	90035342	90036216	875	chr11:90035342-90036216|Locus_14104	group1	protein_coding	Tmem100	CDS	ENSMUST00000092788.3
UTR3 (ENSMUST00000092834.11)	chr11	84041610	84042284	675	chr11:84041610-84042284|Locus_6377	group1	protein_coding	Synrg	UTR3	ENSMUST00000092834.11
CDS (ENSMUST00000092849.11, CDS 1 of 19, 550bp)	chr11	82783427	82783876	450	chr11:82783427-82783876|Locus_3683	group1	protein_coding	Lig3	CDS	ENSMUST00000092849.11
CDS (ENSMUST00000092849.11, CDS 19 of 19, 234bp)	chr11	82801291	82801840	550	chr11:82801291-82801840|Locus_3684	group1	protein_coding	Lig3	CDS	ENSMUST00000092849.11
UTR3 (ENSMUST00000092849.11)	chr11	82801991	82802765	775	chr11:82801991-82802765|Locus_3685	group1	protein_coding	Lig3	UTR3	ENSMUST00000092849.11
UTR3 (ENSMUST00000092849.11)	chr11	82802474	82802773	300	chr11:82802474-82802773|Locus_13807	group1	protein_coding	Lig3	UTR3	ENSMUST00000092849.11
CDS (ENSMUST00000092852.5, CDS 10 of 10, 1050bp)	chr11	82444565	82445564	1000	chr11:82444565-82445564|Locus_10118	group1	protein_coding	Tmem132e	CDS	ENSMUST00000092852.5
CDS (ENSMUST00000092907.11, CDS 17 of 17, 33bp)	chr11	75342191	75348321	6131	chr11:75342191-75348321|Locus_14268	group1	protein_coding	Rpa1	CDS	ENSMUST00000092907.11
CDS (ENSMUST00000092907.11, CDS 1 of 17, 99bp)	chr11	75301041	75301340	300	chr11:75301041-75301340|Locus_14269	group1	protein_coding	Rpa1	CDS	ENSMUST00000092907.11
UTR3 (ENSMUST00000092937.12)	chr11	73040446	73041495	1050	chr11:73040446-73041495|Locus_12254	group1	protein_coding	Camkk1	UTR3	ENSMUST00000092937.12
CDS (ENSMUST00000092956.2, CDS 2 of 3, 188bp)	chr19	9000829	9002163	1335	chr19:9000829-9002163|Locus_13207	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9002764	9003213	450	chr19:9002764-9003213|Locus_13208	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9003464	9003913	450	chr19:9003464-9003913|Locus_13209	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9004439	9004513	75	chr19:9004439-9004513|Locus_13210	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9004789	9005088	300	chr19:9004789-9005088|Locus_13211	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9005589	9005988	400	chr19:9005589-9005988|Locus_13212	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9006189	9006538	350	chr19:9006189-9006538|Locus_13213	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9006814	9007163	350	chr19:9006814-9007163|Locus_13214	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9008314	9008788	475	chr19:9008314-9008788|Locus_13215	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9009589	9009813	225	chr19:9009589-9009813|Locus_13216	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9010014	9010638	625	chr19:9010014-9010638|Locus_13217	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9010789	9011213	425	chr19:9010789-9011213|Locus_13218	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9011314	9011388	75	chr19:9011314-9011388|Locus_13219	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9011714	9011763	50	chr19:9011714-9011763|Locus_13220	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9012514	9012763	250	chr19:9012514-9012763|Locus_13221	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9013289	9013363	75	chr19:9013289-9013363|Locus_13222	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9013414	9013463	50	chr19:9013414-9013463|Locus_13223	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9013989	9014463	475	chr19:9013989-9014463|Locus_13224	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9014764	9014963	200	chr19:9014764-9014963|Locus_13225	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9016239	9017288	1050	chr19:9016239-9017288|Locus_13226	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9017439	9017663	225	chr19:9017439-9017663|Locus_13227	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9017739	9017813	75	chr19:9017739-9017813|Locus_13228	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092956.2, CDS 3 of 3, 16626bp)	chr19	9017914	9018288	375	chr19:9017914-9018288|Locus_13229	group1	protein_coding	Ahnak	CDS	ENSMUST00000092956.2
CDS (ENSMUST00000092995.5, CDS 33 of 41, 125bp)	chr2	155631509	155631718	210	chr2:155631509-155631718|Locus_13543	group1	protein_coding	Myh7b	CDS	ENSMUST00000092995.5
CDS (ENSMUST00000093039.5, CDS 2 of 4, 725bp)	chr8	123997918	124003512	5595	chr8:123997918-124003512|Locus_611	group1	protein_coding	Taf5l	CDS	ENSMUST00000093039.5
CDS (ENSMUST00000093039.5, CDS 1 of 4, 798bp)	chr8	123997093	123997567	475	chr8:123997093-123997567|Locus_612	group1	protein_coding	Taf5l	CDS	ENSMUST00000093039.5
UTR3 (ENSMUST00000093039.5)	chr8	123996318	123996692	375	chr8:123996318-123996692|Locus_613	group1	protein_coding	Taf5l	UTR3	ENSMUST00000093039.5
CDS (ENSMUST00000093043.6, CDS 1 of 11, 3bp)	chr8	123518834	123520609	1776	chr8:123518834-123520609|Locus_867	group1	protein_coding	Gas8	CDS	ENSMUST00000093043.6
UTR3 (ENSMUST00000093078.12)	chr8	122025777	122026201	425	chr8:122025777-122026201|Locus_11992	group1	protein_coding	Banp	UTR3	ENSMUST00000093078.12
CDS (ENSMUST00000093099.12, CDS 1 of 14, 893bp)	chr8	119598546	119599245	700	chr8:119598546-119599245|Locus_5971	group1	protein_coding	Taf1c	CDS	ENSMUST00000093099.12
UTR3 (ENSMUST00000093100.2)	chr8	119597921	119598170	250	chr8:119597921-119598170|Locus_5972	group1	protein_coding	Dnaaf1	UTR3	ENSMUST00000093100.2
UTR3 (ENSMUST00000093100.2)	chr8	119597909	119598183	275	chr8:119597909-119598183|Locus_14261	group1	protein_coding	Dnaaf1	UTR3	ENSMUST00000093100.2
CDS (ENSMUST00000093106.11, CDS 20 of 20, 138bp)	chr11	54361193	54361667	475	chr11:54361193-54361667|Locus_6329	group1	protein_coding	Acsl6	CDS	ENSMUST00000093106.11
UTR3 (ENSMUST00000093106.11)	chr11	54361918	54362042	125	chr11:54361918-54362042|Locus_6330	group1	protein_coding	Acsl6	UTR3	ENSMUST00000093106.11
CDS (ENSMUST00000093110.11, CDS 5 of 5, 125bp)	chr5	149429825	149430474	650	chr5:149429825-149430474|Locus_14928	group1	protein_coding	Medag	CDS	ENSMUST00000093110.11
UTR3 (ENSMUST00000093110.11)	chr5	149431300	149431549	250	chr5:149431300-149431549|Locus_14929	group1	protein_coding	Medag	UTR3	ENSMUST00000093110.11
CDS (ENSMUST00000093120.12, CDS 13 of 14, 157bp)	chr8	112005644	112005718	75	chr8:112005644-112005718|Locus_17062	group1	protein_coding	Kars	CDS	ENSMUST00000093120.12
CDS (ENSMUST00000093138.12, CDS 20 of 21, 107bp)	chr11	50168763	50171531	2769	chr11:50168763-50171531|Locus_16468	group1	protein_coding	Tbc1d9b	CDS	ENSMUST00000093138.12
UTR3 (ENSMUST00000093138.12)	chr11	50171632	50172031	400	chr11:50171632-50172031|Locus_16469	group1	protein_coding	Tbc1d9b	UTR3	ENSMUST00000093138.12
UTR3 (ENSMUST00000093141.11)	chr11	49979632	49979906	275	chr11:49979632-49979906|Locus_16059	group1	protein_coding	Rasgef1c	UTR3	ENSMUST00000093141.11
CDS (ENSMUST00000093157.12, CDS 22 of 23, 99bp)	chr8	109858878	109860748	1871	chr8:109858878-109860748|Locus_1837	group1	protein_coding	Ap1g1	CDS	ENSMUST00000093157.12
UTR3 (ENSMUST00000093157.12)	chr8	109862199	109862973	775	chr8:109862199-109862973|Locus_1838	group1	protein_coding	Ap1g1	UTR3	ENSMUST00000093157.12
UTR3 (ENSMUST00000093157.12)	chr8	109863499	109863748	250	chr8:109863499-109863748|Locus_1839	group1	protein_coding	Ap1g1	UTR3	ENSMUST00000093157.12
CDS (ENSMUST00000093162.3, CDS 1 of 1, 2064bp)	chr8	109733226	109733625	400	chr8:109733226-109733625|Locus_11890	group1	protein_coding	Atxn1l	CDS	ENSMUST00000093162.3
CDS (ENSMUST00000093162.3, CDS 1 of 1, 2064bp)	chr8	109731351	109733025	1675	chr8:109731351-109733025|Locus_11891	group1	protein_coding	Atxn1l	CDS	ENSMUST00000093162.3
UTR3 (ENSMUST00000093192.3)	chr11	34420981	34421155	175	chr11:34420981-34421155|Locus_12609	group1	protein_coding	Fam196b	UTR3	ENSMUST00000093192.3
UTR5 (ENSMUST00000093253.9)	chr11	28583804	28584153	350	chr11:28583804-28584153|Locus_6318	group1	protein_coding	Ccdc85a	UTR5	ENSMUST00000093253.9
CDS (ENSMUST00000093253.9, CDS 4 of 5, 955bp)	chr11	28576493	28577342	850	chr11:28576493-28577342|Locus_6319	group1	protein_coding	Ccdc85a	CDS	ENSMUST00000093253.9
CDS (ENSMUST00000093290.11, CDS 6 of 6, 567bp)	chr11	21148021	21148645	625	chr11:21148021-21148645|Locus_13757	group1	protein_coding	Peli1	CDS	ENSMUST00000093290.11
