anno	seqnames	start	end	width	peak	groupname	gene_type	gene_name	location	transcriptID
CDS (ENST00000377482.5, CDS 1 of 3, 1187bp)	chr1	8073254	8073378	125	chr1:8073254-8073378|Locus_4649	group1	protein_coding	ERRFI1	CDS	ENST00000377482.5
CDS (ENST00000377560.5, CDS 74 of 74, 263bp)	chr12	112757101	112757450	350	chr12:112757101-112757450|Locus_3169	group1	protein_coding	HECTD4	CDS	ENST00000377560.5
CDS (ENST00000377560.5, CDS 16 of 74, 1307bp)	chr12	112622739	112622988	250	chr12:112622739-112622988|Locus_3170	group1	protein_coding	HECTD4	CDS	ENST00000377560.5
CDS (ENST00000377560.5, CDS 16 of 74, 1307bp)	chr12	112621019	112622138	1120	chr12:112621019-112622138|Locus_3171	group1	protein_coding	HECTD4	CDS	ENST00000377560.5
CDS (ENST00000377575.2, CDS 1 of 1, 273bp)	chr6	26545447	26545521	75	chr6:26545447-26545521|Locus_449	group1	protein_coding	HMGN4	CDS	ENST00000377575.2
CDS (ENST00000377575.2, CDS 1 of 1, 273bp)	chr6	26545622	26545871	250	chr6:26545622-26545871|Locus_450	group1	protein_coding	HMGN4	CDS	ENST00000377575.2
UTR3 (ENST00000377575.2)	chr6	26545972	26546271	300	chr6:26545972-26546271|Locus_451	group1	protein_coding	HMGN4	UTR3	ENST00000377575.2
UTR3 (ENST00000377600.2)	chr6	26468917	26468966	50	chr6:26468917-26468966|Locus_722	group1	protein_coding	BTN2A1	UTR3	ENST00000377600.2
UTR3 (ENST00000377600.2)	chr6	26469192	26469416	225	chr6:26469192-26469416|Locus_723	group1	protein_coding	BTN2A1	UTR3	ENST00000377600.2
UTR3 (ENST00000377627.3)	chr1	6695253	6695552	300	chr1:6695253-6695552|Locus_5243	group1	protein_coding	THAP3	UTR3	ENST00000377627.3
CDS (ENST00000377636.3, CDS 1 of 21, 234bp)	chr13	75860759	75861033	275	chr13:75860759-75861033|Locus_8775	group1	protein_coding	TBC1D4	CDS	ENST00000377636.3
CDS (ENST00000377648.4, CDS 3 of 4, 535bp)	chr1	6680026	6682123	2098	chr1:6680026-6682123|Locus_1399	group1	protein_coding	PHF13	CDS	ENST00000377648.4
CDS (ENST00000377658.4, CDS 4 of 4, 1021bp)	chr1	6662225	6662549	325	chr1:6662225-6662549|Locus_8794	group1	protein_coding	KLHL21	CDS	ENST00000377658.4
CDS (ENST00000377658.4, CDS 3 of 4, 406bp)	chr1	6655504	6659814	4311	chr1:6655504-6659814|Locus_8795	group1	protein_coding	KLHL21	CDS	ENST00000377658.4
CDS (ENST00000377658.4, CDS 1 of 4, 294bp)	chr1	6652579	6653728	1150	chr1:6652579-6653728|Locus_8796	group1	protein_coding	KLHL21	CDS	ENST00000377658.4
CDS (ENST00000377669.2, CDS 5 of 7, 547bp)	chr13	74420274	74420373	100	chr13:74420274-74420373|Locus_810	group1	protein_coding	KLF12	CDS	ENST00000377669.2
CDS (ENST00000377671.3, CDS 3 of 3, 1745bp)	chr20	18296236	18296960	725	chr20:18296236-18296960|Locus_6801	group1	protein_coding	ZNF133	CDS	ENST00000377671.3
CDS (ENST00000377698.3, CDS 1 of 1, 1554bp)	chr9	38395843	38395892	50	chr9:38395843-38395892|Locus_1925	group1	protein_coding	ALDH1B1	CDS	ENST00000377698.3
CDS (ENST00000377698.3, CDS 1 of 1, 1554bp)	chr9	38396118	38396517	400	chr9:38396118-38396517|Locus_1926	group1	protein_coding	ALDH1B1	CDS	ENST00000377698.3
CDS (ENST00000377698.3, CDS 1 of 1, 1554bp)	chr9	38397068	38397517	450	chr9:38397068-38397517|Locus_1927	group1	protein_coding	ALDH1B1	CDS	ENST00000377698.3
UTR3 (ENST00000377698.3)	chr9	38397643	38397842	200	chr9:38397643-38397842|Locus_1928	group1	protein_coding	ALDH1B1	UTR3	ENST00000377698.3
UTR3 (ENST00000377698.3)	chr9	38398068	38398167	100	chr9:38398068-38398167|Locus_1929	group1	protein_coding	ALDH1B1	UTR3	ENST00000377698.3
UTR3 (ENST00000377705.5)	chr1	6584482	6584681	200	chr1:6584482-6584681|Locus_7032	group1	protein_coding	NOL9	UTR3	ENST00000377705.5
UTR5 (ENST00000377707.3)	chr9	38068690	38068939	250	chr9:38068690-38068939|Locus_6160	group1	protein_coding	SHB	UTR5	ENST00000377707.3
CDS (ENST00000377710.5, CDS 1 of 4, 511bp)	chr20	17950696	17950945	250	chr20:17950696-17950945|Locus_8345	group1	protein_coding	MGME1	CDS	ENST00000377710.5
CDS (ENST00000377724.3, CDS 7 of 7, 369bp)	chr9	37861358	37861482	125	chr9:37861358-37861482|Locus_6946	group1	protein_coding	DCAF10	CDS	ENST00000377724.3
CDS (ENST00000377735.3, CDS 2 of 4, 1278bp)	chr19	46289592	46289791	200	chr19:46289592-46289791|Locus_1643	group1	protein_coding	DMWD	CDS	ENST00000377735.3
UTR3 (ENST00000377735.3)	chr19	46287064	46287388	325	chr19:46287064-46287388|Locus_1645	group1	protein_coding	DMWD	UTR3	ENST00000377735.3
UTR3 (ENST00000377793.4)	chr11	63722325	63722824	500	chr11:63722325-63722824|Locus_7090	group1	protein_coding	NAA40	UTR3	ENST00000377793.4
UTR3 (ENST00000377797.3)	chr5	149778614	149779402	789	chr5:149778614-149779402|Locus_6559	group1	protein_coding	TCOF1	UTR3	ENST00000377797.3
CDS (ENST00000377802.2, CDS 1 of 10, 1317bp)	chr2	71576949	71577223	275	chr2:71576949-71577223|Locus_3101	group1	protein_coding	ZNF638	CDS	ENST00000377802.2
CDS (ENST00000377815.3, CDS 8 of 10, 611bp)	chr13	73320971	73321220	250	chr13:73320971-73321220|Locus_7111	group1	protein_coding	BORA	CDS	ENST00000377815.3
CDS (ENST00000377892.1, CDS 1 of 13, 112bp)	chr11	62623684	62638221	14538	chr11:62623684-62638221|Locus_6328	group1	protein_coding	SLC3A2	CDS	ENST00000377892.1
CDS (ENST00000377892.1, CDS 5 of 13, 429bp)	chr11	62648392	62648591	200	chr11:62648392-62648591|Locus_6329	group1	protein_coding	SLC3A2	CDS	ENST00000377892.1
CDS (ENST00000377892.1, CDS 13 of 13, 363bp)	chr11	62656115	62656355	241	chr11:62656115-62656355|Locus_6330	group1	protein_coding	SLC3A2	CDS	ENST00000377892.1
UTR3 (ENST00000377893.2)	chr1	6309031	6309080	50	chr1:6309031-6309080|Locus_3751	group1	protein_coding	GPR153	UTR3	ENST00000377893.2
CDS (ENST00000377967.4, CDS 16 of 29, 396bp)	chrX	44922834	44923058	225	chrX:44922834-44923058|Locus_6707	group1	protein_coding	KDM6A	CDS	ENST00000377967.4
CDS (ENST00000377967.4, CDS 17 of 29, 779bp)	chrX	44929045	44929469	425	chrX:44929045-44929469|Locus_6708	group1	protein_coding	KDM6A	CDS	ENST00000377967.4
CDS (ENST00000377970.2, CDS 3 of 3, 563bp)	chr8	128753122	128753446	325	chr8:128753122-128753446|Locus_4076	group1	protein_coding	MYC	CDS	ENST00000377970.2
CDS (ENST00000377990.2, CDS 2 of 5, 1527bp)	chr2	65299467	65299791	325	chr2:65299467-65299791|Locus_2311	group1	protein_coding	CEP68	CDS	ENST00000377990.2
CDS (ENST00000377990.2, CDS 2 of 5, 1527bp)	chr2	65299992	65300116	125	chr2:65299992-65300116|Locus_2312	group1	protein_coding	CEP68	CDS	ENST00000377990.2
CDS (ENST00000378024.4, CDS 1 of 3, 17331bp)	chr11	62300899	62301448	550	chr11:62300899-62301448|Locus_6879	group1	protein_coding	AHNAK	CDS	ENST00000378024.4
CDS (ENST00000378024.4, CDS 1 of 3, 17331bp)	chr11	62300149	62300523	375	chr11:62300149-62300523|Locus_6880	group1	protein_coding	AHNAK	CDS	ENST00000378024.4
CDS (ENST00000378024.4, CDS 1 of 3, 17331bp)	chr11	62299224	62299623	400	chr11:62299224-62299623|Locus_6881	group1	protein_coding	AHNAK	CDS	ENST00000378024.4
CDS (ENST00000378024.4, CDS 1 of 3, 17331bp)	chr11	62296924	62297048	125	chr11:62296924-62297048|Locus_6882	group1	protein_coding	AHNAK	CDS	ENST00000378024.4
CDS (ENST00000378024.4, CDS 1 of 3, 17331bp)	chr11	62296824	62296873	50	chr11:62296824-62296873|Locus_6883	group1	protein_coding	AHNAK	CDS	ENST00000378024.4
CDS (ENST00000378024.4, CDS 1 of 3, 17331bp)	chr11	62296274	62296623	350	chr11:62296274-62296623|Locus_6884	group1	protein_coding	AHNAK	CDS	ENST00000378024.4
CDS (ENST00000378024.4, CDS 1 of 3, 17331bp)	chr11	62295624	62295948	325	chr11:62295624-62295948|Locus_6885	group1	protein_coding	AHNAK	CDS	ENST00000378024.4
CDS (ENST00000378024.4, CDS 1 of 3, 17331bp)	chr11	62295024	62295273	250	chr11:62295024-62295273|Locus_6886	group1	protein_coding	AHNAK	CDS	ENST00000378024.4
CDS (ENST00000378024.4, CDS 1 of 3, 17331bp)	chr11	62293524	62294648	1125	chr11:62293524-62294648|Locus_6887	group1	protein_coding	AHNAK	CDS	ENST00000378024.4
CDS (ENST00000378024.4, CDS 1 of 3, 17331bp)	chr11	62292824	62293123	300	chr11:62292824-62293123|Locus_6888	group1	protein_coding	AHNAK	CDS	ENST00000378024.4
CDS (ENST00000378024.4, CDS 1 of 3, 17331bp)	chr11	62290374	62290848	475	chr11:62290374-62290848|Locus_6889	group1	protein_coding	AHNAK	CDS	ENST00000378024.4
CDS (ENST00000378024.4, CDS 1 of 3, 17331bp)	chr11	62289474	62289573	100	chr11:62289474-62289573|Locus_6890	group1	protein_coding	AHNAK	CDS	ENST00000378024.4
CDS (ENST00000378024.4, CDS 1 of 3, 17331bp)	chr11	62287974	62288848	875	chr11:62287974-62288848|Locus_6891	group1	protein_coding	AHNAK	CDS	ENST00000378024.4
CDS (ENST00000378024.4, CDS 1 of 3, 17331bp)	chr11	62286849	62286948	100	chr11:62286849-62286948|Locus_6892	group1	protein_coding	AHNAK	CDS	ENST00000378024.4
CDS (ENST00000378024.4, CDS 1 of 3, 17331bp)	chr11	62286224	62286473	250	chr11:62286224-62286473|Locus_6893	group1	protein_coding	AHNAK	CDS	ENST00000378024.4
CDS (ENST00000378024.4, CDS 1 of 3, 17331bp)	chr11	62285224	62286123	900	chr11:62285224-62286123|Locus_6894	group1	protein_coding	AHNAK	CDS	ENST00000378024.4
CDS (ENST00000378024.4, CDS 1 of 3, 17331bp)	chr11	62284799	62285073	275	chr11:62284799-62285073|Locus_6895	group1	protein_coding	AHNAK	CDS	ENST00000378024.4
CDS (ENST00000378026.4, CDS 1 of 2, 1326bp)	chr12	106633884	106633933	50	chr12:106633884-106633933|Locus_639	group1	protein_coding	CKAP4	CDS	ENST00000378026.4
CDS (ENST00000378026.4, CDS 1 of 2, 1326bp)	chr12	106633609	106633733	125	chr12:106633609-106633733|Locus_640	group1	protein_coding	CKAP4	CDS	ENST00000378026.4
CDS (ENST00000378026.4, CDS 1 of 2, 1326bp)	chr12	106632634	106633508	875	chr12:106632634-106633508|Locus_641	group1	protein_coding	CKAP4	CDS	ENST00000378026.4
CDS (ENST00000378034.3, CDS 4 of 6, 869bp)	chr13	53035629	53035953	325	chr13:53035629-53035953|Locus_3011	group1	protein_coding	CKAP2	CDS	ENST00000378034.3
UTR3 (ENST00000378052.1)	chr7	148992180	148994221	2042	chr7:148992180-148994221|Locus_78	group1	protein_coding	ZNF783	UTR3	ENST00000378052.1
CDS (ENST00000378103.3, CDS 17 of 17, 359bp)	chr9	35744657	35748720	4064	chr9:35744657-35748720|Locus_5747	group1	protein_coding	GBA2	CDS	ENST00000378103.3
CDS (ENST00000378103.3, CDS 1 of 17, 279bp)	chr9	35736938	35737262	325	chr9:35736938-35737262|Locus_5748	group1	protein_coding	GBA2	CDS	ENST00000378103.3
CDS (ENST00000378116.4, CDS 1 of 8, 1687bp)	chr10	15256244	15256293	50	chr10:15256244-15256293|Locus_1963	group1	protein_coding	FAM171A1	CDS	ENST00000378116.4
CDS (ENST00000378116.4, CDS 1 of 8, 1687bp)	chr10	15255744	15255868	125	chr10:15255744-15255868|Locus_1964	group1	protein_coding	FAM171A1	CDS	ENST00000378116.4
CDS (ENST00000378116.4, CDS 1 of 8, 1687bp)	chr10	15255419	15255593	175	chr10:15255419-15255593|Locus_1965	group1	protein_coding	FAM171A1	CDS	ENST00000378116.4
CDS (ENST00000378116.4, CDS 1 of 8, 1687bp)	chr10	15254469	15255393	925	chr10:15254469-15255393|Locus_1966	group1	protein_coding	FAM171A1	CDS	ENST00000378116.4
CDS (ENST00000378164.2, CDS 26 of 26, 83bp)	chr8	120843955	120844979	1025	chr8:120843955-120844979|Locus_6524	group1	protein_coding	TAF2	CDS	ENST00000378164.2
CDS (ENST00000378165.4, CDS 12 of 12, 110bp)	chr10	15202076	15210527	8452	chr10:15202076-15210527|Locus_8426	group1	protein_coding	NMT2	CDS	ENST00000378165.4
CDS (ENST00000378165.4, CDS 11 of 12, 136bp)	chr10	15183454	15201903	18450	chr10:15183454-15201903|Locus_8427	group1	protein_coding	NMT2	CDS	ENST00000378165.4
CDS (ENST00000378203.1, CDS 1 of 1, 852bp)	chr10	15145848	15146197	350	chr10:15145848-15146197|Locus_492	group1	protein_coding	RPP38	CDS	ENST00000378203.1
CDS (ENST00000378204.2, CDS 11 of 11, 962bp)	chr8	119123171	119123320	150	chr8:119123171-119123320|Locus_1901	group1	protein_coding	EXT1	CDS	ENST00000378204.2
CDS (ENST00000378204.2, CDS 11 of 11, 962bp)	chr8	118847732	119122820	275089	chr8:118847732-119122820|Locus_1902	group1	protein_coding	EXT1	CDS	ENST00000378204.2
UTR3 (ENST00000378204.2)	chr8	118811602	118811851	250	chr8:118811602-118811851|Locus_1903	group1	protein_coding	EXT1	UTR3	ENST00000378204.2
CDS (ENST00000378251.1, CDS 6 of 7, 462bp)	chr1	3701725	3703444	1720	chr1:3701725-3703444|Locus_5552	group1	protein_coding	LRRC47	CDS	ENST00000378251.1
CDS (ENST00000378300.5, CDS 9 of 9, 114bp)	chr9	35685755	35689901	4147	chr9:35685755-35689901|Locus_6634	group1	protein_coding	TPM2	CDS	ENST00000378300.5
CDS (ENST00000378308.2, CDS 34 of 44, 754bp)	chrX	41075363	41075637	275	chrX:41075363-41075637|Locus_7432	group1	protein_coding	USP9X	CDS	ENST00000378308.2
CDS (ENST00000378308.2, CDS 34 of 44, 754bp)	chrX	41075713	41075887	175	chrX:41075713-41075887|Locus_7433	group1	protein_coding	USP9X	CDS	ENST00000378308.2
Intron (ENST00000378330.2, intron 5 of 13)	chr16	89366743	89367042	300	chr16:89366743-89367042|Locus_3313	group1	protein_coding	ANKRD11	Intron	ENST00000378330.2
CDS (ENST00000378330.2, CDS 8 of 11, 204bp)	chr16	89354936	89357039	2104	chr16:89354936-89357039|Locus_3314	group1	protein_coding	ANKRD11	CDS	ENST00000378330.2
CDS (ENST00000378330.2, CDS 5 of 11, 6578bp)	chr16	89350876	89352000	1125	chr16:89350876-89352000|Locus_3318	group1	protein_coding	ANKRD11	CDS	ENST00000378330.2
CDS (ENST00000378330.2, CDS 5 of 11, 6578bp)	chr16	89349751	89350300	550	chr16:89349751-89350300|Locus_3319	group1	protein_coding	ANKRD11	CDS	ENST00000378330.2
CDS (ENST00000378330.2, CDS 5 of 11, 6578bp)	chr16	89349101	89349400	300	chr16:89349101-89349400|Locus_3320	group1	protein_coding	ANKRD11	CDS	ENST00000378330.2
CDS (ENST00000378330.2, CDS 5 of 11, 6578bp)	chr16	89348201	89348375	175	chr16:89348201-89348375|Locus_3321	group1	protein_coding	ANKRD11	CDS	ENST00000378330.2
CDS (ENST00000378330.2, CDS 5 of 11, 6578bp)	chr16	89347726	89348075	350	chr16:89347726-89348075|Locus_3322	group1	protein_coding	ANKRD11	CDS	ENST00000378330.2
CDS (ENST00000378330.2, CDS 5 of 11, 6578bp)	chr16	89347251	89347400	150	chr16:89347251-89347400|Locus_3323	group1	protein_coding	ANKRD11	CDS	ENST00000378330.2
CDS (ENST00000378330.2, CDS 5 of 11, 6578bp)	chr16	89346026	89347100	1075	chr16:89346026-89347100|Locus_3324	group1	protein_coding	ANKRD11	CDS	ENST00000378330.2
UTR3 (ENST00000378330.2)	chr16	89334229	89334428	200	chr16:89334229-89334428|Locus_3325	group1	protein_coding	ANKRD11	UTR3	ENST00000378330.2
UTR3 (ENST00000378460.2)	chr11	47800445	47800594	150	chr11:47800445-47800594|Locus_2424	group1	protein_coding	NUP160	UTR3	ENST00000378460.2
UTR3 (ENST00000378470.1)	chr10	14562734	14563033	300	chr10:14562734-14563033|Locus_7493	group1	protein_coding	FAM107B	UTR3	ENST00000378470.1
CDS (ENST00000378509.4, CDS 1 of 10, 247bp)	chr7	133979265	133979689	425	chr7:133979265-133979689|Locus_7800	group1	protein_coding	SLC35B4	CDS	ENST00000378509.4
CDS (ENST00000378526.4, CDS 1 of 19, 547bp)	chr17	33310121	33310570	450	chr17:33310121-33310570|Locus_3814	group1	protein_coding	LIG3	CDS	ENST00000378526.4
CDS (ENST00000378536.4, CDS 1 of 7, 969bp)	chr1	2160934	2234475	73542	chr1:2160934-2234475|Locus_6276	group1	protein_coding	SKI	CDS	ENST00000378536.4
UTR3 (ENST00000378536.4)	chr1	2238496	2238570	75	chr1:2238496-2238570|Locus_6277	group1	protein_coding	SKI	UTR3	ENST00000378536.4
UTR3 (ENST00000378536.4)	chr1	2238746	2238945	200	chr1:2238746-2238945|Locus_6278	group1	protein_coding	SKI	UTR3	ENST00000378536.4
UTR3 (ENST00000378536.4)	chr1	2239221	2239520	300	chr1:2239221-2239520|Locus_6279	group1	protein_coding	SKI	UTR3	ENST00000378536.4
UTR3 (ENST00000378536.4)	chr1	2239746	2239945	200	chr1:2239746-2239945|Locus_6280	group1	protein_coding	SKI	UTR3	ENST00000378536.4
CDS (ENST00000378567.3, CDS 18 of 18, 88bp)	chr1	2116374	2116473	100	chr1:2116374-2116473|Locus_1762	group1	protein_coding	PRKCZ	CDS	ENST00000378567.3
CDS (ENST00000378567.3, CDS 17 of 18, 116bp)	chr1	2116024	2116198	175	chr1:2116024-2116198|Locus_1763	group1	protein_coding	PRKCZ	CDS	ENST00000378567.3
UTR3 (ENST00000378623.1)	chr11	46880343	46880492	150	chr11:46880343-46880492|Locus_3872	group1	protein_coding	LRP4	UTR3	ENST00000378623.1
UTR3 (ENST00000378623.1)	chr11	46879918	46880267	350	chr11:46879918-46880267|Locus_3873	group1	protein_coding	LRP4	UTR3	ENST00000378623.1
CDS (ENST00000378628.4, CDS 3 of 3, 486bp)	chrX	37312605	37312929	325	chrX:37312605-37312929|Locus_5367	group1	protein_coding	PRRG1	CDS	ENST00000378628.4
CDS (ENST00000378662.1, CDS 1 of 8, 238bp)	chr1	1596379	1597228	850	chr1:1596379-1597228|Locus_6671	group1	protein_coding	SLC35E2B	CDS	ENST00000378662.1
CDS (ENST00000378701.1, CDS 1 of 10, 43bp)	chr5	132094182	132094506	325	chr5:132094182-132094506|Locus_2310	group1	protein_coding	SEPT8	CDS	ENST00000378701.1
CDS (ENST00000378714.3, CDS 19 of 19, 84bp)	chr10	13251262	13251536	275	chr10:13251262-13251536|Locus_5107	group1	protein_coding	MCM10	CDS	ENST00000378714.3
CDS (ENST00000378743.3, CDS 35 of 35, 598bp)	chr12	72056801	72057025	225	chr12:72056801-72057025|Locus_1723	group1	protein_coding	ZFC3H1	CDS	ENST00000378743.3
CDS (ENST00000378743.3, CDS 34 of 35, 417bp)	chr12	72050640	72050864	225	chr12:72050640-72050864|Locus_1724	group1	protein_coding	ZFC3H1	CDS	ENST00000378743.3
CDS (ENST00000378814.5, CDS 2 of 38, 792bp)	chr6	17764304	17765078	775	chr6:17764304-17765078|Locus_6038	group1	protein_coding	KIF13A	CDS	ENST00000378814.5
CDS (ENST00000378814.5, CDS 1 of 38, 21bp)	chr6	17760664	17763953	3290	chr6:17760664-17763953|Locus_6040	group1	protein_coding	KIF13A	CDS	ENST00000378814.5
UTR5 (ENST00000378858.4)	chr20	6033448	6034522	1075	chr20:6033448-6034522|Locus_1570	group1	protein_coding	LRRN4	UTR5	ENST00000378858.4
CDS (ENST00000378858.4, CDS 1 of 4, 1225bp)	chr20	6021842	6022641	800	chr20:6021842-6022641|Locus_1571	group1	protein_coding	LRRN4	CDS	ENST00000378858.4
CDS (ENST00000378858.4, CDS 1 of 4, 1225bp)	chr20	6021217	6021716	500	chr20:6021217-6021716|Locus_1572	group1	protein_coding	LRRN4	CDS	ENST00000378858.4
CDS (ENST00000378887.2, CDS 1 of 1, 348bp)	chr19	36486515	36487214	700	chr19:36486515-36487214|Locus_6129	group1	protein_coding	SDHAF1	CDS	ENST00000378887.2
UTR3 (ENST00000378891.5)	chr1	1271308	1271482	175	chr1:1271308-1271482|Locus_1677	group1	protein_coding	DVL1	UTR3	ENST00000378891.5
CDS (ENST00000378892.1, CDS 1 of 3, 227bp)	chr9	34635419	34635643	225	chr9:34635419-34635643|Locus_367	group1	protein_coding	SIGMAR1	CDS	ENST00000378892.1
UTR3 (ENST00000378933.1)	chrX	30849384	30849458	75	chrX:30849384-30849458|Locus_2751	group1	protein_coding	TAB3	UTR3	ENST00000378933.1
UTR5 (ENST00000379066.1)	chr2	37543723	37543897	175	chr2:37543723-37543897|Locus_2664	group1	protein_coding	PRKD3	UTR5	ENST00000379066.1
CDS (ENST00000379091.4, CDS 2 of 6, 889bp)	chr8	81399737	81411872	12136	chr8:81399737-81411872|Locus_6371	group1	protein_coding	ZBTB10	CDS	ENST00000379091.4
UTR3 (ENST00000379091.4)	chr8	81431814	81431913	100	chr8:81431814-81431913|Locus_6372	group1	protein_coding	ZBTB10	UTR3	ENST00000379091.4
CDS (ENST00000379095.3, CDS 3 of 3, 601bp)	chr15	90814693	90815342	650	chr15:90814693-90815342|Locus_4049	group1	protein_coding	NGRN	CDS	ENST00000379095.3
CDS (ENST00000379108.1, CDS 1 of 1, 780bp)	chr13	45768213	45768337	125	chr13:45768213-45768337|Locus_3747	group1	protein_coding	KCTD4	CDS	ENST00000379108.1
UTR3 (ENST00000379108.1)	chr13	45767813	45767862	50	chr13:45767813-45767862|Locus_3748	group1	protein_coding	KCTD4	UTR3	ENST00000379108.1
CDS (ENST00000379122.3, CDS 15 of 15, 94bp)	chr15	90772413	90772887	475	chr15:90772413-90772887|Locus_466	group1	protein_coding	SEMA4B	CDS	ENST00000379122.3
CDS (ENST00000379141.4, CDS 1 of 19, 245bp)	chr12	59266262	59266486	225	chr12:59266262-59266486|Locus_1007	group1	protein_coding	LRIG3	CDS	ENST00000379141.4
CDS (ENST00000379143.5, CDS 6 of 6, 221bp)	chr20	5100374	5100548	175	chr20:5100374-5100548|Locus_4309	group1	protein_coding	PCNA	CDS	ENST00000379143.5
CDS (ENST00000379174.3, CDS 3 of 9, 2247bp)	chr9	34256762	34256836	75	chr9:34256762-34256836|Locus_3608	group1	protein_coding	KIF24	CDS	ENST00000379174.3
CDS (ENST00000379174.3, CDS 3 of 9, 2247bp)	chr9	34255912	34256061	150	chr9:34255912-34256061|Locus_3609	group1	protein_coding	KIF24	CDS	ENST00000379174.3
CDS (ENST00000379198.2, CDS 1 of 1, 990bp)	chr1	1168379	1169128	750	chr1:1168379-1169128|Locus_1128	group1	protein_coding	B3GALT6	CDS	ENST00000379198.2
UTR3 (ENST00000379198.2)	chr1	1169154	1169628	475	chr1:1169154-1169628|Locus_1129	group1	protein_coding	B3GALT6	UTR3	ENST00000379198.2
UTR3 (ENST00000379198.2)	chr1	1169954	1170353	400	chr1:1169954-1170353|Locus_1130	group1	protein_coding	B3GALT6	UTR3	ENST00000379198.2
UTR3 (ENST00000379339.1)	chr1	1017523	1018147	625	chr1:1017523-1018147|Locus_4887	group1	protein_coding	C1orf159	UTR3	ENST00000379339.1
UTR3 (ENST00000379370.2)	chr1	990399	991248	850	chr1:990399-991248|Locus_3721	group1	protein_coding	AGRN	UTR3	ENST00000379370.2
CDS (ENST00000379388.2, CDS 3 of 8, 5981bp)	chr6	12120625	12120849	225	chr6:12120625-12120849|Locus_3459	group1	protein_coding	HIVEP1	CDS	ENST00000379388.2
CDS (ENST00000379388.2, CDS 7 of 8, 491bp)	chr6	12161906	12162130	225	chr6:12161906-12162130|Locus_3460	group1	protein_coding	HIVEP1	CDS	ENST00000379388.2
CDS (ENST00000379388.2, CDS 8 of 8, 1179bp)	chr6	12163884	12164033	150	chr6:12163884-12164033|Locus_3461	group1	protein_coding	HIVEP1	CDS	ENST00000379388.2
CDS (ENST00000379388.2, CDS 8 of 8, 1179bp)	chr6	12164459	12164733	275	chr6:12164459-12164733|Locus_3462	group1	protein_coding	HIVEP1	CDS	ENST00000379388.2
CDS (ENST00000379440.4, CDS 1 of 1, 762bp)	chr20	4680096	4680570	475	chr20:4680096-4680570|Locus_5342	group1	protein_coding	PRNP	CDS	ENST00000379440.4
UTR3 (ENST00000379440.4)	chr20	4680871	4681020	150	chr20:4680871-4681020|Locus_5343	group1	protein_coding	PRNP	UTR3	ENST00000379440.4
CDS (ENST00000379441.3, CDS 28 of 30, 389bp)	chr12	57008763	57009137	375	chr12:57008763-57009137|Locus_737	group1	protein_coding	BAZ2A	CDS	ENST00000379441.3
CDS (ENST00000379446.5, CDS 1 of 7, 510bp)	chr6	11185356	11185580	225	chr6:11185356-11185580|Locus_4136	group1	protein_coding	NEDD9	CDS	ENST00000379446.5
CDS (ENST00000379483.3, CDS 1 of 1, 2055bp)	chr13	41767586	41767635	50	chr13:41767586-41767635|Locus_7541	group1	protein_coding	KBTBD7	CDS	ENST00000379483.3
CDS (ENST00000379483.3, CDS 1 of 1, 2055bp)	chr13	41767111	41767335	225	chr13:41767111-41767335|Locus_7542	group1	protein_coding	KBTBD7	CDS	ENST00000379483.3
CDS (ENST00000379483.3, CDS 1 of 1, 2055bp)	chr13	41766361	41766435	75	chr13:41766361-41766435|Locus_7543	group1	protein_coding	KBTBD7	CDS	ENST00000379483.3
CDS (ENST00000379485.1, CDS 1 of 1, 2025bp)	chr13	41705209	41705608	400	chr13:41705209-41705608|Locus_8084	group1	protein_coding	KBTBD6	CDS	ENST00000379485.1
CDS (ENST00000379485.1, CDS 1 of 1, 2025bp)	chr13	41704684	41704933	250	chr13:41704684-41704933|Locus_8085	group1	protein_coding	KBTBD6	CDS	ENST00000379485.1
CDS (ENST00000379589.3, CDS 3 of 3, 385bp)	chr13	40175157	40175406	250	chr13:40175157-40175406|Locus_327	group1	protein_coding	LHFP	CDS	ENST00000379589.3
CDS (ENST00000379607.5, CDS 7 of 7, 16bp)	chrX	20153912	20159760	5849	chrX:20153912-20159760|Locus_1722	group1	protein_coding	EIF1AX	CDS	ENST00000379607.5
CDS (ENST00000379612.3, CDS 19 of 19, 378bp)	chr11	12281466	12281715	250	chr11:12281466-12281715|Locus_8566	group1	protein_coding	MICAL2	CDS	ENST00000379612.3
CDS (ENST00000379613.3, CDS 1 of 7, 289bp)	chr6	10398591	10398765	175	chr6:10398591-10398765|Locus_6574	group1	protein_coding	TFAP2A	CDS	ENST00000379613.3
CDS (ENST00000379619.1, CDS 4 of 4, 570bp)	chr2	28634950	28636549	1600	chr2:28634950-28636549|Locus_2616	group1	protein_coding	FOSL2	CDS	ENST00000379619.1
CDS (ENST00000379638.4, CDS 5 of 5, 118bp)	chr5	112257182	112257864	683	chr5:112257182-112257864|Locus_6899	group1	protein_coding	REEP5	CDS	ENST00000379638.4
UTR3 (ENST00000379656.3)	chr19	18124345	18124419	75	chr19:18124345-18124419|Locus_3051	group1	protein_coding	ARRDC2	UTR3	ENST00000379656.3
UTR3 (ENST00000379656.3)	chr19	18124445	18124494	50	chr19:18124445-18124494|Locus_3052	group1	protein_coding	ARRDC2	UTR3	ENST00000379656.3
