Annotation Cluster 1	Enrichment Score: 2.0389579489268073
UP_SEQ_FEATURE	transmembrane region	56	16.969696969696972	0.841786619385048	10090, 6550, 58191, 8694, 7444, 91653, 55281, 56172, 54991, 79412, 353174, 3038, 1497, 150159, 953, 1133, 11066, 3675, 374395, 23080, 8303, 10939, 65018, 25798, 51296, 124976, 2677, 144404, 55379, 116444, 6238, 11079, 10861, 126792, 83849, 10998, 57404, 971, 81034, 124565, 1353, 55627, 6524, 8322, 8564, 7112, 11010, 27039, 55630, 57338, 56246, 109, 138311, 10004, 10488, 11018	244	5056	20063	0.9107244760323718	1.0	1.0	1.0
UP_KEYWORDS	Transmembrane	60	18.181818181818183	0.86796534768949	10090, 6550, 58191, 8694, 7444, 91653, 55281, 56172, 54991, 79412, 353174, 3038, 1497, 150159, 953, 1133, 3675, 374395, 8888, 10452, 10336, 23080, 8303, 10939, 65018, 25798, 51296, 124976, 2677, 144404, 55379, 116444, 6238, 11079, 10861, 126792, 83849, 10998, 57404, 971, 81034, 124565, 1353, 55627, 6524, 8322, 8564, 7112, 11010, 27039, 55630, 57338, 56246, 1760, 196385, 109, 138311, 10004, 10488, 11018	242	5651	20581	0.902977751323177	1.0	1.0	0.9893238434163701
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	44	13.333333333333334	0.8741708724247339	58191, 6550, 91653, 10273, 6477, 83849, 63826, 56172, 116372, 79412, 971, 353174, 3038, 1497, 1453, 150159, 1133, 755, 953, 6524, 3675, 11047, 92714, 8322, 10082, 6464, 11010, 5894, 5499, 84904, 5590, 55630, 57338, 26000, 2774, 116444, 1760, 10409, 56246, 53635, 109, 11079, 10861, 11018	220	4121	18224	0.8844455229313274	1.0	1.0	0.9964028776978417
UP_KEYWORDS	Transmembrane helix	59	17.87878787878788	0.8920488742453798	10090, 6550, 58191, 8694, 7444, 91653, 55281, 56172, 54991, 79412, 353174, 3038, 1497, 150159, 953, 1133, 3675, 374395, 8888, 10336, 23080, 8303, 10939, 65018, 25798, 51296, 124976, 2677, 144404, 55379, 116444, 6238, 11079, 10861, 126792, 83849, 10998, 57404, 971, 81034, 124565, 1353, 55627, 6524, 8322, 8564, 7112, 11010, 27039, 55630, 57338, 56246, 1760, 196385, 109, 138311, 10004, 10488, 11018	242	5634	20581	0.8906073514699713	1.0	1.0	0.9893238434163701
UP_KEYWORDS	Membrane	80	24.242424242424242	0.894301719238193	9784, 9146, 10090, 6550, 58191, 8694, 7444, 91653, 55281, 9382, 56172, 116372, 10018, 54991, 79412, 353174, 3038, 1453, 1497, 1376, 79856, 150159, 953, 1133, 239, 10131, 3675, 374395, 8888, 10452, 10336, 23080, 7298, 5870, 8303, 10939, 65018, 3099, 25798, 84904, 51296, 124976, 2677, 144404, 55379, 116444, 53635, 6238, 11079, 10861, 126792, 83849, 10998, 57404, 57448, 971, 81034, 124565, 1353, 55627, 6524, 2803, 8322, 8564, 7112, 10082, 11010, 5894, 27039, 55630, 57338, 10409, 56246, 1760, 196385, 109, 138311, 10004, 10488, 11018	242	7494	20581	0.9078778174054395	1.0	1.0	0.9893238434163701
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	54	16.363636363636363	0.9268537790215784	10090, 6550, 58191, 8694, 7444, 55281, 56172, 54991, 79412, 353174, 3038, 1497, 150159, 953, 374395, 8888, 10452, 10336, 23080, 8303, 10939, 25798, 51296, 124976, 2677, 144404, 55379, 116444, 11079, 10861, 126792, 83849, 10998, 57404, 971, 81034, 124565, 1353, 55627, 6524, 8322, 8564, 7112, 11010, 27039, 55630, 57338, 56246, 196385, 109, 138311, 10004, 10488, 11018	220	5163	18224	0.8663884633669643	1.0	1.0	0.9964028776978417
UP_SEQ_FEATURE	topological domain:Cytoplasmic	34	10.303030303030303	0.9486856010106972	10090, 58191, 6550, 91653, 55281, 126792, 83849, 56172, 10998, 79412, 971, 353174, 3038, 1497, 1133, 953, 6524, 3675, 11066, 8322, 8303, 65018, 27039, 55630, 57338, 2677, 55379, 116444, 56246, 6238, 109, 10004, 10488, 11018	244	3456	20063	0.8089305365816636	1.0	1.0	1.0
UP_SEQ_FEATURE	topological domain:Extracellular	22	6.666666666666667	0.9955211452446667	8322, 58191, 6550, 91653, 55281, 27039, 83849, 56172, 55630, 79412, 971, 353174, 3038, 1133, 56246, 953, 116444, 6524, 11066, 3675, 10004, 11018	244	2787	20063	0.6490703323980778	1.0	1.0	1.0
UP_KEYWORDS	Cell membrane	24	7.2727272727272725	0.9973055435959624	8322, 10082, 58191, 6550, 91653, 5894, 84904, 83849, 55630, 116372, 57338, 353174, 1453, 1497, 1760, 10409, 1133, 56246, 116444, 53635, 3675, 109, 10004, 11018	242	3175	20581	0.6428632784538296	1.0	1.0	0.9973055435959624
UP_KEYWORDS	Glycoprotein	36	10.909090909090908	0.9989171931729782	10090, 58191, 6550, 4054, 91653, 55281, 126792, 54991, 116372, 4926, 79412, 971, 353174, 3038, 1497, 1133, 953, 6524, 3675, 2803, 8322, 10082, 11076, 11098, 27039, 55630, 51296, 3425, 2677, 116444, 196385, 6853, 109, 10004, 10488, 10861	242	4551	20581	0.6727392581051118	1.0	1.0	0.9989171931729782
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	31	9.393939393939393	0.9998702609131502	10090, 58191, 6550, 4054, 91653, 55281, 126792, 54991, 116372, 79412, 971, 353174, 3038, 1497, 1133, 953, 6524, 3675, 8322, 11098, 27039, 55630, 51296, 3425, 2677, 116444, 196385, 109, 10004, 10488, 10861	244	4234	20063	0.6020282722999605	1.0	1.0	1.0

Annotation Cluster 33	Enrichment Score: 0.004413864966521776
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	zinc finger region:C2H2-type 1	4	1.2121212121212122	0.9657040734186556	92822, 140685, 340385, 203523	244	554	20063	0.5936852695744808	1.0	1.0	1.0
UP_SEQ_FEATURE	zinc finger region:C2H2-type 2	4	1.2121212121212122	0.9807762095966135	92822, 140685, 340385, 203523	244	615	20063	0.5347994135679063	1.0	1.0	1.0
UP_SEQ_FEATURE	zinc finger region:C2H2-type 5	3	0.9090909090909091	0.9911280165271119	92822, 340385, 203523	244	550	20063	0.44850223546944856	1.0	1.0	1.0
INTERPRO	IPR013087:Zinc finger C2H2-type/integrase DNA-binding domain	4	1.2121212121212122	0.9922369800694203	92822, 140685, 340385, 203523	224	712	18559	0.46546448635634025	1.0	1.0	1.0
UP_SEQ_FEATURE	zinc finger region:C2H2-type 4	3	0.9090909090909091	0.9941489571813604	92822, 340385, 203523	244	588	20063	0.4195173971227835	1.0	1.0	1.0
INTERPRO	IPR015880:Zinc finger, C2H2-like	4	1.2121212121212122	0.9953056565596229	92822, 140685, 340385, 203523	224	762	18559	0.4349221972253468	1.0	1.0	1.0
UP_SEQ_FEATURE	zinc finger region:C2H2-type 3	3	0.9090909090909091	0.996561974110128	92822, 340385, 203523	244	636	20063	0.38785570677389425	1.0	1.0	1.0
INTERPRO	IPR007087:Zinc finger, C2H2	4	1.2121212121212122	0.9967826602384299	92822, 140685, 340385, 203523	224	799	18559	0.41478187019488644	1.0	1.0	1.0
SMART	SM00355:ZnF_C2H2	4	1.2121212121212122	0.9967892551669886	92822, 140685, 340385, 203523	126	762	10057	0.418989293005041	1.0	1.0	1.0

Annotation Cluster 34	Enrichment Score: 1.4220886924590512E-5
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	31	9.393939393939393	0.9998702609131502	10090, 58191, 6550, 4054, 91653, 55281, 126792, 54991, 116372, 79412, 971, 353174, 3038, 1497, 1133, 953, 6524, 3675, 8322, 11098, 27039, 55630, 51296, 3425, 2677, 116444, 196385, 109, 10004, 10488, 10861	244	4234	20063	0.6020282722999605	1.0	1.0	1.0
UP_KEYWORDS	Disulfide bond	17	5.151515151515151	0.9999990949828985	8322, 58191, 4054, 91653, 5894, 11098, 84817, 79412, 3425, 971, 2677, 353174, 27102, 1133, 953, 3675, 138311	242	3434	20581	0.42101710171017104	1.0	1.0	0.9999990949828985
UP_SEQ_FEATURE	signal peptide	16	4.848484848484849	0.9999997747311119	8322, 10082, 58191, 4054, 11010, 91653, 11098, 55630, 54991, 116372, 79412, 3425, 353174, 116444, 3675, 11018	244	3346	20063	0.3931878533703076	1.0	1.0	1.0
UP_SEQ_FEATURE	disulfide bond	12	3.6363636363636362	0.9999998985811558	8322, 79412, 2677, 4054, 971, 58191, 353174, 91653, 11098, 1133, 3675, 84817	244	2917	20063	0.3382601707345858	1.0	1.0	1.0

